"item","itemLabel","yob","yod","occupationLabel","citizenLabel","birthcountryLabel"
"http://www.wikidata.org/entity/Q21683770","Ambrose Duval",1765,1860,"teacher","United States of America","France"
"http://www.wikidata.org/entity/Q21683770","Ambrose Duval",1765,1860,"painter","United States of America","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"engraver","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"artist","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"graphic artist","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"printmaker","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"copperplate engraver","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1765,1794,"drawer","Kingdom of France","France"
"http://www.wikidata.org/entity/Q56508800","François Gavot",1766,1830,"priest","","France"
"http://www.wikidata.org/entity/Q56508800","François Gavot",1766,1830,"pedagogue","","France"
"http://www.wikidata.org/entity/Q61114680","Q61114680",1766,1849,"pedagogue","","France"
"http://www.wikidata.org/entity/Q3290704","Marguerite Françoise Bouvier de la Mothe de Cepoy",1767,1808,"","France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"engraver","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"artist","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"graphic artist","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"printmaker","Kingdom of France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"copperplate engraver","Kingdom of France","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"judge","United States of America","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"judge","France","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"lawyer","United States of America","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"lawyer","France","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"politician","United States of America","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"politician","France","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"slaveholder","United States of America","France"
"http://www.wikidata.org/entity/Q1329343","Eligius Fromentin",1767,1822,"slaveholder","France","France"
"http://www.wikidata.org/entity/Q6226844","John Condé",1767,1794,"drawer","Kingdom of France","France"
"http://www.wikidata.org/entity/Q95725001","Denis-Simon Magimel",1767,1831,"physician","France","France"
"http://www.wikidata.org/entity/Q95725001","Denis-Simon Magimel",1767,1831,"printer","France","France"
"http://www.wikidata.org/entity/Q95725001","Denis-Simon Magimel",1767,1831,"bookseller","France","France"
"http://www.wikidata.org/entity/Q95725001","Denis-Simon Magimel",1767,1831,"publisher","France","France"
"http://www.wikidata.org/entity/Q95725001","Denis-Simon Magimel",1767,1831,"printer-bookseller","France","France"
"http://www.wikidata.org/entity/Q3261631","Louis César Benois",1770,1822,"pastry chef","France","France"
"http://www.wikidata.org/entity/Q3382534","Picot de Peccaduc",1770,1820,"military personnel","France","France"
"http://www.wikidata.org/entity/Q15205078","Alexandre Bellegarde",1770,1816,"military personnel","","France"
"http://www.wikidata.org/entity/Q15071115","Q15071115",1770,NA,"","Russia","France"
"http://www.wikidata.org/entity/Q105078878","Antoine Barraque",1773,1858,"farmer","","France"
"http://www.wikidata.org/entity/Q22001675","Louis Francis de Paul Binsse",1774,1844,"painter","France","France"
"http://www.wikidata.org/entity/Q22001675","Louis Francis de Paul Binsse",1774,1844,"gemcutter","France","France"
"http://www.wikidata.org/entity/Q56510115","Karol Gentil",1777,1835,"preacher","","France"
"http://www.wikidata.org/entity/Q56510115","Karol Gentil",1777,1835,"pedagogue","","France"
"http://www.wikidata.org/entity/Q56510115","Karol Gentil",1777,1835,"lecturer","","France"
"http://www.wikidata.org/entity/Q2041792","Louis Constant Wairy",1778,1845,"Kammerdiener","","France"
"http://www.wikidata.org/entity/Q4398596","Loggin Osipovič Roth",1780,1851,"","","France"
"http://www.wikidata.org/entity/Q6173221","Angel Hubac",1780,1820,"military personnel","Argentina","France"
"http://www.wikidata.org/entity/Q6687964","Louis Peru de Lacroix",1780,1837,"military personnel","France","France"
"http://www.wikidata.org/entity/Q15690574","Joseph Poussier",1781,1821,"architect","France","France"
"http://www.wikidata.org/entity/Q4374992","Charles Michel Potier",1785,1855,"military personnel","","France"
"http://www.wikidata.org/entity/Q4775445","Antoine Carre",1787,1885,"explorer","France","France"
"http://www.wikidata.org/entity/Q52781595","Pedro Domecq Lembeye",1787,1839,"businessperson","Spain","France"
"http://www.wikidata.org/entity/Q867840","Auguste-Joseph Desarnot",1788,1840,"painter","France","France"
"http://www.wikidata.org/entity/Q4821399","Augustus Clifford",1788,1877,"politician","Great Britain","France"
"http://www.wikidata.org/entity/Q4821399","Augustus Clifford",1788,1877,"politician","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q4821399","Augustus Clifford",1788,1877,"naval officer","Great Britain","France"
"http://www.wikidata.org/entity/Q4821399","Augustus Clifford",1788,1877,"naval officer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q57538739","Q57538739",1789,NA,"priest","","France"
"http://www.wikidata.org/entity/Q98547121","Pierre Planat",1792,1866,"painter","France","France"
"http://www.wikidata.org/entity/Q98547121","Pierre Planat",1792,1866,"pastellist","France","France"
"http://www.wikidata.org/entity/Q29281473","Anthony Imbert",1794,1834,"lithographer","","France"
"http://www.wikidata.org/entity/Q106169491","Alexis Maillet",1794,1833,"military personnel","","France"
"http://www.wikidata.org/entity/Q29281473","Anthony Imbert",1795,1834,"lithographer","","France"
"http://www.wikidata.org/entity/Q703951","Fulgence Fresnel",1795,1855,"diplomat","France","France"
"http://www.wikidata.org/entity/Q703951","Fulgence Fresnel",1795,1855,"consul","France","France"
"http://www.wikidata.org/entity/Q703951","Fulgence Fresnel",1795,1855,"translator","France","France"
"http://www.wikidata.org/entity/Q703951","Fulgence Fresnel",1795,1855,"orientalist","France","France"
"http://www.wikidata.org/entity/Q703951","Fulgence Fresnel",1795,1855,"assyriologist","France","France"
"http://www.wikidata.org/entity/Q23017646","Alphonse Dousseau",1796,1876,"art educator","France","France"
"http://www.wikidata.org/entity/Q64685651","George Marin De la Voye",1796,1877,"novelist","","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"writer","France","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"poet","France","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"playwright","France","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"translator","France","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"novelist","France","France"
"http://www.wikidata.org/entity/Q309702","Alfred de Vigny",1797,1863,"diarist","France","France"
"http://www.wikidata.org/entity/Q18575696","Noël-Dieudonné Finart",1797,1852,"painter","","France"
"http://www.wikidata.org/entity/Q4526120","Ivan Chopin",1798,1870,"historian","Russian Empire","France"
"http://www.wikidata.org/entity/Q10321229","Luís Aleixo Boulanger",1798,1874,"","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"actor","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"actor","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"businessperson","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"businessperson","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"playwright","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"playwright","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"theatre manager","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"theatre manager","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"stage actor","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"stage actor","Brazil","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"theatrical director","France","France"
"http://www.wikidata.org/entity/Q106319886","Emílio Doux",1798,1876,"theatrical director","Brazil","France"
"http://www.wikidata.org/entity/Q39412722","Constantine M Eakin",1799,1869,"","United States of America","France"
"http://www.wikidata.org/entity/Q923834","Claire Démar",1799,1833,"writer","France","France"
"http://www.wikidata.org/entity/Q923834","Claire Démar",1799,1833,"journalist","France","France"
"http://www.wikidata.org/entity/Q2410766","Charles César Robin",1800,1900,"writer","France","France"
"http://www.wikidata.org/entity/Q28501644","Alejo Helvecio Lanier Langlais",1800,1900,"military engineer","Spain","France"
"http://www.wikidata.org/entity/Q28501644","Alejo Helvecio Lanier Langlais",1800,1900,"military engineer","France","France"
"http://www.wikidata.org/entity/Q4491056","Q4491056",1800,1856,"educator","Russian Empire","France"
"http://www.wikidata.org/entity/Q4775567","Antoine le Blanc",1800,1833,"","","France"
"http://www.wikidata.org/entity/Q4720875","Alexandre Menut",1800,NA,"politician","Canada","France"
"http://www.wikidata.org/entity/Q6128876","Simón Candau Superville",1800,1900,"","Spain","France"
"http://www.wikidata.org/entity/Q6128876","Simón Candau Superville",1800,1900,"","France","France"
"http://www.wikidata.org/entity/Q110164447","Auguste",1800,1900,"writer","France","France"
"http://www.wikidata.org/entity/Q105970686","Antonia Brunet de Annat",1800,1900,"painter","France","France"
"http://www.wikidata.org/entity/Q105970686","Antonia Brunet de Annat",1800,1900,"painter","Argentina","France"
"http://www.wikidata.org/entity/Q105970686","Antonia Brunet de Annat",1800,1900,"daguerreotypist","France","France"
"http://www.wikidata.org/entity/Q105970686","Antonia Brunet de Annat",1800,1900,"daguerreotypist","Argentina","France"
"http://www.wikidata.org/entity/Q16719798","Q16719798",1800,1800,"opera singer","France","France"
"http://www.wikidata.org/entity/Q21289926","William Gauci",1801,1801,"lithographer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q12351275","Louis Chappon",1802,1878,"fencing master","Hungary","France"
"http://www.wikidata.org/entity/Q12351275","Louis Chappon",1802,1878,"fencing master","France","France"
"http://www.wikidata.org/entity/Q66424179","Q66424179",1803,1879,"historian","France","France"
"http://www.wikidata.org/entity/Q66424179","Q66424179",1803,1879,"historian","Russian Empire","France"
"http://www.wikidata.org/entity/Q66424179","Q66424179",1803,1879,"museologist","France","France"
"http://www.wikidata.org/entity/Q66424179","Q66424179",1803,1879,"museologist","Russian Empire","France"
"http://www.wikidata.org/entity/Q3774146","Apollon Barret",1804,1879,"oboist","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"writer","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"teacher","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"lawyer","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"printer","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"translator","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"curator","France","France"
"http://www.wikidata.org/entity/Q21545865","Jacques Mangeart",1805,1874,"hellenist","France","France"
"http://www.wikidata.org/entity/Q26973483","Floriana Foscolo",1805,1829,"","","France"
"http://www.wikidata.org/entity/Q1229059","Louis-Marie-Joseph-Eusèbe Caverot",1806,1887,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q106859634","Charles Schacher",1806,1883,"industrialist","France","France"
"http://www.wikidata.org/entity/Q664853","Florian-Jules-Félix Desprez",1807,1895,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q23411635","Camille Bernabé",1808,1860,"photographer","France","France"
"http://www.wikidata.org/entity/Q23411635","Camille Bernabé",1808,1900,"photographer","France","France"
"http://www.wikidata.org/entity/Q1479441","Félix Billet",1808,1882,"physicist","France","France"
"http://www.wikidata.org/entity/Q1479441","Félix Billet",1808,1882,"university teacher","France","France"
"http://www.wikidata.org/entity/Q3525557","Thomas Scott",1808,1878,"writer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q3525557","Thomas Scott",1808,1878,"editor","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q29359429","Jules François Richard",1810,1868,"politician","France","France"
"http://www.wikidata.org/entity/Q3407803","Prosper Poitevin",1810,1884,"writer","France","France"
"http://www.wikidata.org/entity/Q3407803","Prosper Poitevin",1810,1884,"poet","France","France"
"http://www.wikidata.org/entity/Q3407803","Prosper Poitevin",1810,1884,"lexicographer","France","France"
"http://www.wikidata.org/entity/Q10312815","Jules Le Chevrel",1810,1872,"painter","France","France"
"http://www.wikidata.org/entity/Q2518222","Aimé-Victor-François Guilbert",1812,1889,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q2518222","Aimé-Victor-François Guilbert",1812,1889,"Catholic deacon","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1861,"artist","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1871,"artist","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1875,"artist","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1861,"artist","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1871,"artist","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1875,"artist","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1861,"lithographer","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1871,"lithographer","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1875,"lithographer","United States of America","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1861,"lithographer","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1871,"lithographer","France","France"
"http://www.wikidata.org/entity/Q27918363","Francis D'Avignon",1813,1875,"lithographer","France","France"
"http://www.wikidata.org/entity/Q29396165","Eugène Forjonel",1813,1884,"artist","France","France"
"http://www.wikidata.org/entity/Q29396165","Eugène Forjonel",1813,1884,"painter","France","France"
"http://www.wikidata.org/entity/Q29396165","Eugène Forjonel",1813,1884,"decorator","France","France"
"http://www.wikidata.org/entity/Q6686471","Louis-Luc Godey",1813,1873,"mycologist","France","France"
"http://www.wikidata.org/entity/Q20754791","Alphonse Teste",1814,1801,"homeopath","","France"
"http://www.wikidata.org/entity/Q38001702","Marie Pauline Adrienne Coeffier",1814,1900,"painter","France","France"
"http://www.wikidata.org/entity/Q9543677","Jean-Joseph-Léon Talmier",1815,1862,"","","France"
"http://www.wikidata.org/entity/Q53499145","Jean Baptiste Charles Carbonneau",1815,1869,"scientific illustrator","","France"
"http://www.wikidata.org/entity/Q104286458","Jean Peter Du Moulin",1816,1901,"military officer","","France"
"http://www.wikidata.org/entity/Q104286458","Jean Peter Du Moulin",1816,1901,"military officer","","Netherlands"
"http://www.wikidata.org/entity/Q104286458","Jean Peter Du Moulin",1816,1901,"land surveyor","","France"
"http://www.wikidata.org/entity/Q104286458","Jean Peter Du Moulin",1816,1901,"land surveyor","","Netherlands"
"http://www.wikidata.org/entity/Q14946811","John Abercrombie",1817,1892,"cricketer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q63078972","François L. A. Pioche",1818,1872,"financier","","France"
"http://www.wikidata.org/entity/Q651972","Charles-Louis Hanon",1819,1900,"composer","France","France"
"http://www.wikidata.org/entity/Q651972","Charles-Louis Hanon",1819,1900,"pianist","France","France"
"http://www.wikidata.org/entity/Q651972","Charles-Louis Hanon",1819,1900,"music theorist","France","France"
"http://www.wikidata.org/entity/Q651972","Charles-Louis Hanon",1819,1900,"music pedagogue","France","France"
"http://www.wikidata.org/entity/Q651972","Charles-Louis Hanon",1819,1900,"theorist","France","France"
"http://www.wikidata.org/entity/Q16065429","Charles St Julian",1819,1874,"judge","","France"
"http://www.wikidata.org/entity/Q23901667","Louis Pinel",1820,1889,"military officer","","France"
"http://www.wikidata.org/entity/Q849856","Jacques Legrand",1820,1912,"writer","France","France"
"http://www.wikidata.org/entity/Q849856","Jacques Legrand",1820,1912,"philatelist","France","France"
"http://www.wikidata.org/entity/Q3060153","Eugène Rimmel",1821,1887,"businessperson","France","France"
"http://www.wikidata.org/entity/Q3060153","Eugène Rimmel",1821,1887,"businessperson","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q3060153","Eugène Rimmel",1821,1887,"perfumer","France","France"
"http://www.wikidata.org/entity/Q3060153","Eugène Rimmel",1821,1887,"perfumer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q2959334","Charles Heidsieck",1822,1893,"businessperson","France","France"
"http://www.wikidata.org/entity/Q2959334","Charles Heidsieck",1822,1893,"winegrower","France","France"
"http://www.wikidata.org/entity/Q64416026","Augustine Werner",1822,1899,"photographer","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q64416026","Augustine Werner",1822,1899,"photographer","Bourbon Restoration","France"
"http://www.wikidata.org/entity/Q4025427","Étienne Pernet",1824,1899,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q54568662","Eugenio Arbeit",1824,1900,"painter","France","France"
"http://www.wikidata.org/entity/Q20048997","Alfred Fillon",1825,1881,"photographer","","France"
"http://www.wikidata.org/entity/Q1685817","Jean Schoen",1825,1887,"","France","France"
"http://www.wikidata.org/entity/Q1685817","Jean Schoen",1825,1887,"","Germany","France"
"http://www.wikidata.org/entity/Q2256568","Guillaume-Marie-Romain Sourrieu",1825,1899,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q2503167","Louis-Albert Schmidt",1825,1894,"painter","Belgium","France"
"http://www.wikidata.org/entity/Q18526580","Auguste Frederic Lendy",1826,1889,"military officer","France","France"
"http://www.wikidata.org/entity/Q76287802","Charles Sartoris",1826,1884,"","","France"
"http://www.wikidata.org/entity/Q19379458","Paul LaCroix",1827,1869,"painter","France","France"
"http://www.wikidata.org/entity/Q5543530","George Prance",1827,1885,"","","France"
"http://www.wikidata.org/entity/Q8010019","William Gordon Cameron",1827,1913,"military personnel","United Kingdom of Great Britain and Ireland","France"
"http://www.wikidata.org/entity/Q43691951","Alphonse Bigot",1828,1872,"artist","United States of America","France"
"http://www.wikidata.org/entity/Q43691951","Alphonse Bigot",1828,1872,"artist","France","France"
"http://www.wikidata.org/entity/Q43691951","Alphonse Bigot",1828,1872,"lithographer","United States of America","France"
"http://www.wikidata.org/entity/Q43691951","Alphonse Bigot",1828,1872,"lithographer","France","France"
"http://www.wikidata.org/entity/Q59634705","Pauline Colson",1828,1904,"opera singer","","France"
"http://www.wikidata.org/entity/Q18533700","Pauline Cassin Caro",1828,1901,"novelist","France","France"
"http://www.wikidata.org/entity/Q18500378","Bertrande Senges",1828,NA,"balloonist","","France"
"http://www.wikidata.org/entity/Q7174747","Peter Howard",1829,1875,"","France","France"
"http://www.wikidata.org/entity/Q111228100","Christian Erb",1829,1908,"politician","United States of America","France"
"http://www.wikidata.org/entity/Q63684007","Leon Victor Emmanuel Huttinot",1829,1903,"diplomat","France","France"
"http://www.wikidata.org/entity/Q16059774","Nicholas Geschwind",1829,1897,"","","France"
"http://www.wikidata.org/entity/Q16441012","Elias Colbert",1829,1921,"astronomer","United States of America","France"
"http://www.wikidata.org/entity/Q16441012","Elias Colbert",1829,1921,"historian","United States of America","France"
"http://www.wikidata.org/entity/Q16441012","Elias Colbert",1829,1921,"journalist","United States of America","France"
"http://www.wikidata.org/entity/Q41340923","Paul Frenzeny",1830,1902,"painter","","France"
"http://www.wikidata.org/entity/Q16037698","Marie Guiraud",1830,1909,"rancher","","France"
"http://www.wikidata.org/entity/Q1660804","Victor-Lucien-Sulpice Lécot",1831,1908,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q3173905","Jean Pernet, père",1832,1896,"rose breeder","France","France"
"http://www.wikidata.org/entity/Q6170883","Jean J. Beaufort",1832,1897,"","","France"
"http://www.wikidata.org/entity/Q100755480","Salvador Juan Damato Phillips",1832,1879,"","","France"
"http://www.wikidata.org/entity/Q4772432","Anthony Durier",1833,1904,"Catholic priest","United States of America","France"
"http://www.wikidata.org/entity/Q5078555","Charles H. Duprez",1833,1902,"singer","France","France"
"http://www.wikidata.org/entity/Q6072358","Perfecto Giot",1834,1898,"businessperson","Uruguay","France"
"http://www.wikidata.org/entity/Q6726318","Madame Moustache",1834,1879,"businessperson","France","France"
"http://www.wikidata.org/entity/Q6726318","Madame Moustache",1834,1879,"madam","France","France"
"http://www.wikidata.org/entity/Q6726318","Madame Moustache",1834,1879,"gambler","France","France"
"http://www.wikidata.org/entity/Q18533700","Pauline Cassin Caro",1834,1901,"novelist","France","France"
"http://www.wikidata.org/entity/Q3302806","Maximin Giraud",1835,1875,"shepherd","France","France"
"http://www.wikidata.org/entity/Q18533700","Pauline Cassin Caro",1835,1901,"novelist","France","France"
"http://www.wikidata.org/entity/Q52032114","Edmond Viancin",1836,1877,"painter","France","France"
"http://www.wikidata.org/entity/Q6283220","Joseph Frantz",1837,1913,"soldier","United States of America","France"
"http://www.wikidata.org/entity/Q6286756","Joseph S. Labill",1837,1911,"","France","France"
"http://www.wikidata.org/entity/Q11764473","Leon Young de Blankenheim",1837,1863,"military personnel","","France"
"http://www.wikidata.org/entity/Q41077588","Léon Trousset",1838,1917,"painter","","France"
"http://www.wikidata.org/entity/Q110137036","Joseph Dépierre",1838,1910,"","","France"
"http://www.wikidata.org/entity/Q37845568","Paul Frenzeny",1840,1902,"illustrator","United States of America","France"
"http://www.wikidata.org/entity/Q37845568","Paul Frenzeny",1840,1902,"painter","United States of America","France"
"http://www.wikidata.org/entity/Q11071766","Alphonse de Voss",1840,1888,"missionary","Belgium","France"
"http://www.wikidata.org/entity/Q11071766","Alphonse de Voss",1840,1888,"Catholic priest","Belgium","France"
"http://www.wikidata.org/entity/Q2629249","Guillaume-Marie-Joseph Labouré",1841,1906,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q15647848","Eugène-Paul Coupat",1842,1890,"missionary","France","France"
"http://www.wikidata.org/entity/Q15647848","Eugène-Paul Coupat",1842,1890,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q15647848","Eugène-Paul Coupat",1842,1890,"prelate","France","France"
"http://www.wikidata.org/entity/Q21458528","Ernest Henri Griset",1843,1907,"illustrator","France","France"
"http://www.wikidata.org/entity/Q21458528","Ernest Henri Griset",1843,1907,"painter","France","France"
"http://www.wikidata.org/entity/Q21458528","Ernest Henri Griset",1844,1907,"illustrator","France","France"
"http://www.wikidata.org/entity/Q21458528","Ernest Henri Griset",1844,1907,"painter","France","France"
"http://www.wikidata.org/entity/Q28966925","Emile Pradignat",1844,1912,"chess composer","France","France"
"http://www.wikidata.org/entity/Q69420626","Albert Lévy",1844,1907,"writer","France","France"
"http://www.wikidata.org/entity/Q69420626","Albert Lévy",1844,1907,"physicist","France","France"
"http://www.wikidata.org/entity/Q69420626","Albert Lévy",1844,1907,"chemist","France","France"
"http://www.wikidata.org/entity/Q69420626","Albert Lévy",1844,1907,"researcher","France","France"
"http://www.wikidata.org/entity/Q25983046","Feriyal Kadinefendi",1845,1902,"aristocrat","France","France"
"http://www.wikidata.org/entity/Q25983046","Feriyal Kadinefendi",1845,1902,"aristocrat","Ottoman Empire","France"
"http://www.wikidata.org/entity/Q1066219","Charles Tanguy",1845,2000,"composer","France","France"
"http://www.wikidata.org/entity/Q1066219","Charles Tanguy",1845,2000,"conductor","France","France"
"http://www.wikidata.org/entity/Q1066219","Charles Tanguy",1845,2000,"music pedagogue","France","France"
"http://www.wikidata.org/entity/Q1066219","Charles Tanguy",1845,2000,"horn player","France","France"
"http://www.wikidata.org/entity/Q1911457","Maurice Vignaux",1846,1916,"carom billiards player","France","France"
"http://www.wikidata.org/entity/Q55451693","Alphonse Estoclet",1847,1929,"writer","France","France"
"http://www.wikidata.org/entity/Q55451693","Alphonse Estoclet",1847,1929,"teacher","France","France"
"http://www.wikidata.org/entity/Q55451693","Alphonse Estoclet",1847,1929,"translator","France","France"
"http://www.wikidata.org/entity/Q55451693","Alphonse Estoclet",1847,1929,"newspaper editor","France","France"
"http://www.wikidata.org/entity/Q65046698","Byron Brenan",1847,1927,"diplomat","","France"
"http://www.wikidata.org/entity/Q220220","Stanislas Touchet",1848,1926,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q110089160","Frédéric Dillaye",1848,1905,"","","France"
"http://www.wikidata.org/entity/Q55951111","Louis-Hippolyte-Aristide Raguit",1848,1889,"missionary","","France"
"http://www.wikidata.org/entity/Q55951111","Louis-Hippolyte-Aristide Raguit",1848,1889,"Catholic priest","","France"
"http://www.wikidata.org/entity/Q55681118","Leon Frappart",1849,1877,"dancer","","France"
"http://www.wikidata.org/entity/Q67198470","Elise Malmros",1849,1937,"writer","Sweden","France"
"http://www.wikidata.org/entity/Q106177714","Sixten Lewenhaupt",1849,1916,"military personnel","Sweden","France"
"http://www.wikidata.org/entity/Q19720152","Louis Testart",1850,1999,"entrepreneur","France","France"
"http://www.wikidata.org/entity/Q2718944","Hippolyte Arnoux",1850,NA,"photographer","France","France"
"http://www.wikidata.org/entity/Q2718944","Hippolyte Arnoux",1850,NA,"photojournalist","France","France"
"http://www.wikidata.org/entity/Q2718944","Hippolyte Arnoux",1850,NA,"orientalist","France","France"
"http://www.wikidata.org/entity/Q32606701","Pierre-Marie-François Lalouyer",1850,1923,"missionary","France","France"
"http://www.wikidata.org/entity/Q32606701","Pierre-Marie-François Lalouyer",1850,1923,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q32606701","Pierre-Marie-François Lalouyer",1850,1923,"sinologist","France","France"
"http://www.wikidata.org/entity/Q10285489","Francisco du Bocage",1850,1919,"photographer","","France"
"http://www.wikidata.org/entity/Q55282613","Percy Fendall",1850,1917,"writer","","France"
"http://www.wikidata.org/entity/Q24352260","Louis Antoine Gay",1851,1915,"military personnel","France","France"
"http://www.wikidata.org/entity/Q24352260","Louis Antoine Gay",1851,1915,"diplomat","France","France"
"http://www.wikidata.org/entity/Q1246898","Hector Sévin",1852,1916,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q1246898","Hector Sévin",1852,1916,"theologian","France","France"
"http://www.wikidata.org/entity/Q4821095","Augustin Charpentier",1852,1916,"physician","France","France"
"http://www.wikidata.org/entity/Q4821095","Augustin Charpentier",1852,1916,"psychiatrist","France","France"
"http://www.wikidata.org/entity/Q4821095","Augustin Charpentier",1852,1916,"ophthalmologist","France","France"
"http://www.wikidata.org/entity/Q15627375","Alexandre Berlioz",1852,1929,"missionary","France","France"
"http://www.wikidata.org/entity/Q15627375","Alexandre Berlioz",1852,1929,"Catholic priest","France","France"
"http://www.wikidata.org/entity/Q18924159","Henri Gallice",1853,1930,"businessperson","France","France"
"http://www.wikidata.org/entity/Q28374107","Bianca Donadio",1853,1911,"soprano","France","France"
"http://www.wikidata.org/entity/Q28374107","Bianca Donadio",1853,1911,"singer","France","France"
"http://www.wikidata.org/entity/Q4704027","Al Herpin",1853,1947,"","United States of America","France"
"http://www.wikidata.org/entity/Q16066475","Emile Lejeune",1853,1916,"","","France"
"http://www.wikidata.org/entity/Q18924159","Henri Gallice",1854,1930,"businessperson","France","France"
