"item","itemLabel","yob","yod","occupationLabel","citizenLabel","birthcountryLabel"
"http://www.wikidata.org/entity/Q3054626","Enrico Craveri",1886,1960,"president","Italy","Italy"
"http://www.wikidata.org/entity/Q110140610","John Vivolo",1886,1987,"sculptor","United States of America","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"Catholic priest","United States of America","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"Catholic priest","Italy","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"Catholic priest","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"university teacher","United States of America","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"university teacher","Italy","Italy"
"http://www.wikidata.org/entity/Q3750147","Francesco Lardone",1887,1980,"university teacher","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q4801697","Arturo Alfandari",1888,1969,"diplomat","Belgium","Italy"
"http://www.wikidata.org/entity/Q4801697","Arturo Alfandari",1888,1969,"linguist","Belgium","Italy"
"http://www.wikidata.org/entity/Q20089742","Michel Péguri",1888,1959,"accordionist","France","Italy"
"http://www.wikidata.org/entity/Q32803380","Vicente Loduca",1888,1932,"composer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q32803380","Vicente Loduca",1888,1932,"conductor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q32803380","Vicente Loduca",1888,1932,"bandoneonist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q7489919","Sharmel Iris",1889,1967,"poet","United States of America","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"businessperson","Italy","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"businessperson","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"engineer","Italy","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"engineer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"racing automobile driver","Italy","Italy"
"http://www.wikidata.org/entity/Q8964123","Giovanni ""Ernesto"" Ceirano",1889,1956,"racing automobile driver","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q5563784","Giovanni Bonati",1889,1962,"artistic gymnast","Italy","Italy"
"http://www.wikidata.org/entity/Q5563784","Giovanni Bonati",1889,1962,"artistic gymnast","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q11710962","Ida Mari",1890,1981,"teacher","Italy","Italy"
"http://www.wikidata.org/entity/Q11710962","Ida Mari",1890,1981,"teacher","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q2835583","Alfredo Ferraris",1890,1969,"association football player","Italy","Italy"
"http://www.wikidata.org/entity/Q28316650","Fanny Montechiaro",1890,2000,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q28316650","Fanny Montechiaro",1890,2000,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q8043262","Xavier J. Barile",1891,1981,"artist","United States of America","Italy"
"http://www.wikidata.org/entity/Q8043262","Xavier J. Barile",1891,1981,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q3361986","Stephan Rosti",1891,1964,"screenwriter","Egypt","Italy"
"http://www.wikidata.org/entity/Q3361986","Stephan Rosti",1891,1964,"actor","Egypt","Italy"
"http://www.wikidata.org/entity/Q3361986","Stephan Rosti",1891,1964,"film director","Egypt","Italy"
"http://www.wikidata.org/entity/Q3361986","Stephan Rosti",1891,1964,"film actor","Egypt","Italy"
"http://www.wikidata.org/entity/Q377093","Giacomo Lercaro",1891,1976,"Catholic priest","Italy","Italy"
"http://www.wikidata.org/entity/Q377093","Giacomo Lercaro",1891,1976,"Catholic priest","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q2865241","Arthur Meille",1891,2000,"association football player","France","Italy"
"http://www.wikidata.org/entity/Q4772807","Anthony J. DePace",1892,1977,"architect","United States of America","Italy"
"http://www.wikidata.org/entity/Q4776880","Antonio Pollina",1892,1993,"","","Italy"
"http://www.wikidata.org/entity/Q1110129","Sandro Collino",1892,1918,"association football player","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q96405094","Leopold Bracony",1892,1926,"artist","United States of America","Italy"
"http://www.wikidata.org/entity/Q96405094","Leopold Bracony",1892,1926,"sculptor","United States of America","Italy"
"http://www.wikidata.org/entity/Q5936985","Joseph Arthur Coletti",1893,1973,"sculptor","","Italy"
"http://www.wikidata.org/entity/Q1898974","Mario Petrucci",1893,1972,"sculptor","Italy","Italy"
"http://www.wikidata.org/entity/Q1898974","Mario Petrucci",1893,1972,"sculptor","Austria","Italy"
"http://www.wikidata.org/entity/Q1898974","Mario Petrucci",1893,1972,"sculptor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q2437001","Tito Vuolo",1893,1962,"actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q2437001","Tito Vuolo",1893,1962,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q2437001","Tito Vuolo",1893,1962,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q105090111","Gian Carlo Polidori",1895,1962,"artist","Italy","Italy"
"http://www.wikidata.org/entity/Q105090111","Gian Carlo Polidori",1895,1962,"painter","Italy","Italy"
"http://www.wikidata.org/entity/Q105090111","Gian Carlo Polidori",1895,1962,"ceramicist","Italy","Italy"
"http://www.wikidata.org/entity/Q105090111","Gian Carlo Polidori",1895,1962,"glass painter","Italy","Italy"
"http://www.wikidata.org/entity/Q7086548","Olga Casares Pearson",1896,1980,"actor","Argentina","Italy"
"http://www.wikidata.org/entity/Q3881745","Olimpio Bobbio",1896,1949,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q3881745","Olimpio Bobbio",1896,1949,"actor","Argentina","Italy"
"http://www.wikidata.org/entity/Q3881745","Olimpio Bobbio",1896,1949,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q55714728","Frank Cardaropoli",1896,1952,"","United States of America","Italy"
"http://www.wikidata.org/entity/Q55714728","Frank Cardaropoli",1896,1952,"","Italy","Italy"
"http://www.wikidata.org/entity/Q55714728","Frank Cardaropoli",1896,1952,"","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q94975476","Charles E. Rubino",1896,1973,"graphic designer","","Italy"
"http://www.wikidata.org/entity/Q94975476","Charles E. Rubino",1896,1973,"illustrator","","Italy"
"http://www.wikidata.org/entity/Q94975476","Charles E. Rubino",1896,1973,"painter","","Italy"
"http://www.wikidata.org/entity/Q106546671","Ping Bodie",1896,1981,"American football player","","Italy"
"http://www.wikidata.org/entity/Q109302757","Ottavio Cannestrelli",1896,1977,"circus performer","","Italy"
"http://www.wikidata.org/entity/Q7387838","S. Robert Molinari",1897,1957,"politician","United States of America","Italy"
"http://www.wikidata.org/entity/Q18243128","Celestino Paraventi",1897,1986,"businessperson","","Italy"
"http://www.wikidata.org/entity/Q18243128","Celestino Paraventi",1897,1986,"opera singer","","Italy"
"http://www.wikidata.org/entity/Q112086701","Lucia Cecelia Arena",1897,1970,"artist","","Italy"
"http://www.wikidata.org/entity/Q5936985","Joseph Arthur Coletti",1898,1973,"sculptor","","Italy"
"http://www.wikidata.org/entity/Q109470759","Charles Marchisio",1898,1953,"French Resistance fighter","Italy","Italy"
"http://www.wikidata.org/entity/Q109470759","Charles Marchisio",1898,1953,"French Resistance fighter","France","Italy"
"http://www.wikidata.org/entity/Q17279205","Eugene Caputo",1899,1978,"lawyer","United States of America","Italy"
"http://www.wikidata.org/entity/Q17279205","Eugene Caputo",1899,1978,"politician","United States of America","Italy"
"http://www.wikidata.org/entity/Q56271296","Domenico Luca Capozi",1899,1991,"Catholic priest","","Italy"
"http://www.wikidata.org/entity/Q2221232","Sandro Giglio",1900,1979,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q2221232","Sandro Giglio",1900,1979,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q920800","Flavio Calzavara",1900,1981,"screenwriter","Italy","Italy"
"http://www.wikidata.org/entity/Q920800","Flavio Calzavara",1900,1981,"screenwriter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q920800","Flavio Calzavara",1900,1981,"film director","Italy","Italy"
"http://www.wikidata.org/entity/Q920800","Flavio Calzavara",1900,1981,"film director","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q1156780","Dachsenfranz",1900,2000,"","Italy","Italy"
"http://www.wikidata.org/entity/Q1156780","Dachsenfranz",1900,2000,"","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q16548771","Chita Foras",1900,1986,"actor","Argentina","Italy"
"http://www.wikidata.org/entity/Q16631857","Silvia Parodi",1900,2000,"actor","","Italy"
"http://www.wikidata.org/entity/Q17620547","Alberto Traversa",1900,2000,"film director","Italy","Italy"
"http://www.wikidata.org/entity/Q17620547","Alberto Traversa",1900,2000,"film director","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q21418740","Ed Agresti",1900,1971,"actor","","Italy"
"http://www.wikidata.org/entity/Q21418740","Ed Agresti",1900,1971,"film actor","","Italy"
"http://www.wikidata.org/entity/Q7823440","Tony Slydini",1901,1991,"magician","United States of America","Italy"
"http://www.wikidata.org/entity/Q29463176","Giovanni Martinuzzi",1901,1978,"","","Italy"
"http://www.wikidata.org/entity/Q4772861","Anthony Julian",1902,1984,"judge","United States of America","Italy"
"http://www.wikidata.org/entity/Q4772861","Anthony Julian",1902,1984,"lawyer","United States of America","Italy"
"http://www.wikidata.org/entity/Q5379176","Ennio Maffiolini",1902,1945,"sprinter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q5399646","Sebastián Juan Moncalvi",1902,1974,"painter","Uruguay","Italy"
"http://www.wikidata.org/entity/Q5399646","Sebastián Juan Moncalvi",1902,1974,"sculptor","Uruguay","Italy"
"http://www.wikidata.org/entity/Q2839698","Alphonse Bachetti",1902,1969,"soldier","France","Italy"
"http://www.wikidata.org/entity/Q66712362","Adelina Piunti",1902,1992,"suffragist","United States of America","Italy"
"http://www.wikidata.org/entity/Q7789913","Thomas Gangemi",1903,1976,"politician","United States of America","Italy"
"http://www.wikidata.org/entity/Q5621442","Gustavo Maria Bruni",1903,1911,"","","Italy"
"http://www.wikidata.org/entity/Q102434809","Valentino Sarra",1903,1982,"photographer","United States of America","Italy"
"http://www.wikidata.org/entity/Q27144867","Carla Parsi-Bastogi",1904,1986,"writer","Italy","Italy"
"http://www.wikidata.org/entity/Q27144867","Carla Parsi-Bastogi",1904,1986,"writer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q27144867","Carla Parsi-Bastogi",1904,1986,"science fiction writer","Italy","Italy"
"http://www.wikidata.org/entity/Q27144867","Carla Parsi-Bastogi",1904,1986,"science fiction writer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q598201","Ido Cattaneo",1905,2000,"alpine skier","Switzerland","Italy"
"http://www.wikidata.org/entity/Q21664872","Richard Cahoon",1905,1985,"film editor","","Italy"
"http://www.wikidata.org/entity/Q22086826","Umberto Romano",1905,1982,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q22086826","Umberto Romano",1905,1984,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q52157117","Ernest Pizzotti",1905,1984,"painter","Switzerland","Italy"
"http://www.wikidata.org/entity/Q17388147","Amleto Daissé",1906,1964,"screenwriter","Italy","Italy"
"http://www.wikidata.org/entity/Q17388147","Amleto Daissé",1906,1964,"screenwriter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q17388147","Amleto Daissé",1906,1964,"cinematographer","Italy","Italy"
"http://www.wikidata.org/entity/Q17388147","Amleto Daissé",1906,1964,"cinematographer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q378002","Giovanni Palmieri",1906,NA,"tennis player","Italy","Italy"
"http://www.wikidata.org/entity/Q3440038","Roland Dowlen",1907,1945,"spy","United Kingdom","Italy"
"http://www.wikidata.org/entity/Q3440038","Roland Dowlen",1907,1945,"spy","United Kingdom of Great Britain and Ireland","Italy"
"http://www.wikidata.org/entity/Q24284665","Josué Virgili",1907,1991,"sculptor","Italy","Italy"
"http://www.wikidata.org/entity/Q24284665","Josué Virgili",1907,1991,"sculptor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q7132100","Paola Renata Carboni",1908,1927,"","","Italy"
"http://www.wikidata.org/entity/Q20981243","Nicola Victor Ziroli",1908,1970,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q55128516","Enrique Camerano",1908,1979,"composer","Argentina","Italy"
"http://www.wikidata.org/entity/Q55128516","Enrique Camerano",1908,1979,"violinist","Argentina","Italy"
"http://www.wikidata.org/entity/Q23765873","Victor Feltrin",1909,1992,"sculptor","Italy","Italy"
"http://www.wikidata.org/entity/Q23765873","Victor Feltrin",1909,1992,"sculptor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q106963297","Maladini - L'italiano",1909,1944,"partisan","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q16537330","Carola Lotti",1910,1990,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q16537330","Carola Lotti",1910,1990,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q107006393","Stella Iaconis",1910,1998,"waiter","","Italy"
"http://www.wikidata.org/entity/Q107006393","Stella Iaconis",1910,1998,"hospitality worker","","Italy"
"http://www.wikidata.org/entity/Q274628","Laurette Séjourné",1911,2003,"Q54755137","Mexico","Italy"
"http://www.wikidata.org/entity/Q274628","Laurette Séjourné",1911,2003,"Q54755137","France","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1984,"photographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1985,"photographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1984,"cinematographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1985,"cinematographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1984,"camera operator","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1911,1985,"camera operator","Argentina","Italy"
"http://www.wikidata.org/entity/Q3371181","Paul Facchetti",1912,2010,"photographer","France","Italy"
"http://www.wikidata.org/entity/Q3371181","Paul Facchetti",1912,2010,"gallerist","France","Italy"
"http://www.wikidata.org/entity/Q1239381","Don Orlando",1912,1987,"actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q1239381","Don Orlando",1912,1987,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q1239381","Don Orlando",1912,1987,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q13564900","Vincent Barbi",1912,1998,"actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q24432451","Angelo Ferreri",1912,2010,"sculptor","Italy","Italy"
"http://www.wikidata.org/entity/Q24432451","Angelo Ferreri",1912,2010,"sculptor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"screenwriter","Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"screenwriter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"radio personality","Italy","Italy"
"http://www.wikidata.org/entity/Q3608607","Alberto Talegalli",1913,1961,"radio personality","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q28823389","Emil Chott",1913,NA,"association football player","Czechoslovakia","Italy"
"http://www.wikidata.org/entity/Q9368140","Valeria Drenova",1914,2004,"pianist","","Italy"
"http://www.wikidata.org/entity/Q12954452","Nardo Girardi",1914,1991,"painter","Italy","Italy"
"http://www.wikidata.org/entity/Q12954452","Nardo Girardi",1914,1991,"painter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1916,1990,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1916,1990,"painter","Italy","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1916,1990,"printmaker","United States of America","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1916,1990,"printmaker","Italy","Italy"
"http://www.wikidata.org/entity/Q27044030","Vilmo Gibello",1916,2013,"painter","Italy","Italy"
"http://www.wikidata.org/entity/Q27044030","Vilmo Gibello",1916,2013,"painter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q15042014","Julien Livi",1917,1994,"","","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1917,1990,"painter","United States of America","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1917,1990,"painter","Italy","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1917,1990,"printmaker","United States of America","Italy"
"http://www.wikidata.org/entity/Q26036699","Andrea Pietro De Zerega",1917,1990,"printmaker","Italy","Italy"
"http://www.wikidata.org/entity/Q38530193","Isabel Giampietro",1917,2010,"sculptor","","Italy"
"http://www.wikidata.org/entity/Q27907652","Mary Gluckman",1917,1990,"anthropologist","","Italy"
"http://www.wikidata.org/entity/Q27907652","Mary Gluckman",1917,1990,"linguist","","Italy"
"http://www.wikidata.org/entity/Q7933752","Virgil Cantini",1919,2009,"sculptor","United States of America","Italy"
"http://www.wikidata.org/entity/Q4706658","Alan Furlan",1920,1997,"actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q302559","Alberto D'Aversa",1920,1969,"screenwriter","Italy","Italy"
"http://www.wikidata.org/entity/Q302559","Alberto D'Aversa",1920,1969,"screenwriter","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q302559","Alberto D'Aversa",1920,1969,"film director","Italy","Italy"
"http://www.wikidata.org/entity/Q302559","Alberto D'Aversa",1920,1969,"film director","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q533881","Dan Mitrione",1920,1970,"politician","United States of America","Italy"
"http://www.wikidata.org/entity/Q533881","Dan Mitrione",1920,1970,"politician","Italy","Italy"
"http://www.wikidata.org/entity/Q533881","Dan Mitrione",1920,1970,"politician","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q2094393","Pietro Croce",1920,2006,"pathologist","Italy","Italy"
"http://www.wikidata.org/entity/Q2094393","Pietro Croce",1920,2006,"pathologist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q972849","Edmondo Amati",1920,1992,"film producer","Italy","Italy"
"http://www.wikidata.org/entity/Q972849","Edmondo Amati",1920,2002,"film producer","Italy","Italy"
"http://www.wikidata.org/entity/Q972849","Edmondo Amati",1920,1992,"film producer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q972849","Edmondo Amati",1920,2002,"film producer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1984,"photographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1985,"photographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1984,"cinematographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1985,"cinematographer","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1984,"camera operator","Argentina","Italy"
"http://www.wikidata.org/entity/Q15846065","Humberto Peruzzi",1920,1985,"camera operator","Argentina","Italy"
"http://www.wikidata.org/entity/Q24885050","Salvador Bucca",1920,2005,"linguist","Italy","Italy"
"http://www.wikidata.org/entity/Q81200132","Igino Melate",1920,1995,"priest","Italy","Italy"
"http://www.wikidata.org/entity/Q81200132","Igino Melate",1920,1995,"pharmacist","Italy","Italy"
"http://www.wikidata.org/entity/Q81200132","Igino Melate",1920,1995,"hospital administrator","Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"diplomat","Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"diplomat","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"Catholic priest","Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"Catholic priest","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"theologian","Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"theologian","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"Catholic deacon","Italy","Italy"
"http://www.wikidata.org/entity/Q544458","Giovanni Benelli",1921,1982,"Catholic deacon","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q2055682","Pasquale Cajano",1921,2000,"actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q2055682","Pasquale Cajano",1921,2000,"film actor","United States of America","Italy"
"http://www.wikidata.org/entity/Q992996","Bruno Banducci",1921,1985,"American football player","Italy","Italy"
"http://www.wikidata.org/entity/Q992996","Bruno Banducci",1921,1985,"American football player","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q56670812","Mario Puratich",1921,1995,"writer","Italy","Italy"
"http://www.wikidata.org/entity/Q56670812","Mario Puratich",1921,1995,"writer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q89322684","Gualberto Giachi",1921,2010,"theologian","Italy","Italy"
"http://www.wikidata.org/entity/Q89322684","Gualberto Giachi",1921,2010,"theologian","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q6285326","Joseph Marrese",1922,2012,"","","Italy"
"http://www.wikidata.org/entity/Q1440972","Francesco Caroli",1922,2004,"clown","Italy","Italy"
"http://www.wikidata.org/entity/Q1440972","Francesco Caroli",1922,2004,"clown","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q15453192","Giovanni Cecchetti",1922,1998,"university teacher","Italy","Italy"
"http://www.wikidata.org/entity/Q15453192","Giovanni Cecchetti",1922,1998,"university teacher","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q15453192","Giovanni Cecchetti",1922,1998,"romanist","Italy","Italy"
"http://www.wikidata.org/entity/Q15453192","Giovanni Cecchetti",1922,1998,"romanist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q19631424","Arrigo Remondini",1923,1981,"","","Italy"
"http://www.wikidata.org/entity/Q21597901","Amedeo Kleva",1923,1996,"association football player","Bulgaria","Italy"
"http://www.wikidata.org/entity/Q56670765","Guido Zannier",1923,1996,"writer","Italy","Italy"
"http://www.wikidata.org/entity/Q56670765","Guido Zannier",1923,1996,"writer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3081043","Francesco Panvini Rosati",1923,1998,"numismatist","Italy","Italy"
"http://www.wikidata.org/entity/Q3081043","Francesco Panvini Rosati",1923,1998,"numismatist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3082386","Franco Rocchi",1923,1996,"engineer","","Italy"
"http://www.wikidata.org/entity/Q28647128","John Perri",1923,2010,"actor","","Italy"
"http://www.wikidata.org/entity/Q3291084","Maria Vitale",1924,1984,"singer","Italy","Italy"
"http://www.wikidata.org/entity/Q3291084","Maria Vitale",1924,1984,"singer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3291084","Maria Vitale",1924,1984,"opera singer","Italy","Italy"
"http://www.wikidata.org/entity/Q3291084","Maria Vitale",1924,1984,"opera singer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3960852","Silvio Clementelli",1926,2001,"film producer","Italy","Italy"
"http://www.wikidata.org/entity/Q3960852","Silvio Clementelli",1926,2001,"film producer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"astronomer","Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"astronomer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"historian","Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"historian","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"astrophysicist","Italy","Italy"
"http://www.wikidata.org/entity/Q326231","Paolo Maffei",1926,2009,"astrophysicist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q428839","Giacomo Becattini",1927,2017,"economist","Italy","Italy"
"http://www.wikidata.org/entity/Q428839","Giacomo Becattini",1927,2017,"economist","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q428839","Giacomo Becattini",1927,2017,"university teacher","Italy","Italy"
"http://www.wikidata.org/entity/Q428839","Giacomo Becattini",1927,2017,"university teacher","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q16011299","Maria Carmela Lico",1927,1985,"physiologist","Brazil","Italy"
"http://www.wikidata.org/entity/Q3459755","Paola Mori",1928,1986,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q3459755","Paola Mori",1928,1986,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q42346257","Filomena Grieco",1928,2009,"","Italy","Italy"
"http://www.wikidata.org/entity/Q42346257","Filomena Grieco",1928,2009,"","Uruguay","Italy"
"http://www.wikidata.org/entity/Q42346257","Filomena Grieco",1928,2009,"","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q54959742","Ernest Bonacoscia",1929,2017,"military personnel","Italy","Italy"
"http://www.wikidata.org/entity/Q54959742","Ernest Bonacoscia",1929,2017,"military personnel","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q3459755","Paola Mori",1930,1986,"actor","Italy","Italy"
"http://www.wikidata.org/entity/Q3459755","Paola Mori",1930,1986,"actor","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q66429749","Loe Colombo",1930,1971,"","Italy","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football manager","United States of America","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football manager","Italy","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football manager","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football player","United States of America","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football player","Italy","Italy"
"http://www.wikidata.org/entity/Q7403271","Sal DeRosa",1931,2014,"association football player","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q94858433","Sergio Mioni",1931,1987,"actor","","Italy"
"http://www.wikidata.org/entity/Q2639304","Alberto Alberti",1932,2006,"record producer","Italy","Italy"
"http://www.wikidata.org/entity/Q2639304","Alberto Alberti",1932,2006,"record producer","Kingdom of Italy","Italy"
"http://www.wikidata.org/entity/Q20507567","Gabriella Uluhogian",1934,2016,"historian","","Italy"
"http://www.wikidata.org/entity/Q20507567","Gabriella Uluhogian",1934,2016,"philologist","","Italy"
"http://www.wikidata.org/entity/Q70914205","María Luisa Bruschi",1934,2008,"","","Italy"
