Dharma_Drum_Authority_No,Main_Name,Birth,Death
A032114,海運敬悅,+1580-01-26 ~ +1581-02-13,+1646-02-16 ~ +1647-02-04
A032119,醉如三愚,+1622-02-10 ~ +1623-01-30,+1684-02-15 ~ +1685-02-02
A032120,華嶽文信,+1629-01-01 ~ +1629-12-31,+1707-01-01 ~ +1707-12-31
A032123,雪峰懷淨,+1678-01-01 ~ +1678-12-31,+1738-01-01 ~ +1738-12-31
A032134,碧霞大愚,+1676-01-01 ~ +1676-12-31,+1763-01-01 ~ +1763-12-31
A032156,枕肱懸辯,+1616-01-01 ~ +1616-12-31,+1684-01-01 ~ +1684-12-31
A032196,雪潭自優,+1769-02-07 ~ +1770-01-26,+1830-01-25 ~ +1831-02-12
A032200,宏船,+1907-10-09,+1990-12-25
A032251,浮休善修,+1543-01-01 ~ +1543-12-31,+1615-01-01 ~ +1615-12-31
A032263,翠微守初,+1590-01-01 ~ +1590-12-31,+1668-01-01 ~ +1668-12-31
A032321,鏡盦,+1900-01-01 ~ +2000-12-31,+2000-01-01 ~ +2000-12-31
A032338,無用秀演,+1651-01-01 ~ +1651-12-31,+1719-01-01 ~ +1719-12-31
A032342,影海若坦,+1668-01-01 ~ +1668-12-31,+1754-01-01 ~ +1754-12-31
A032345,楓嵓世察,+1688-01-01 ~ +1688-12-31,+1767-01-01 ~ +1767-12-31
A032380,石室明眼,+1646-01-01 ~ +1646-12-31,+1710-01-01 ~ +1710-12-31
A032410,晦隱應俊,+1587-01-01 ~ +1587-12-31,+1672-01-01 ~ +1672-12-31
A032418,東溪敬一,+1636-01-01 ~ +1636-12-31,+1695-01-01 ~ +1695-12-31
A032440,白谷處能,+1617-01-01 ~ +1617-12-31,+1680-01-01 ~ +1680-12-31
A032445,釋曉雲,+1912-01-01 ~ +1912-12-31,+2004-10-15
A032447,田中良昭,+1933-03-03,+2016-01-12
A032450,慧峰,+1909-01-01 ~ +1909-12-31,+1973-01-01 ~ +1973-12-31
A032456,慕雲震言,+1622-01-01 ~ +1622-12-31,+1703-01-01 ~ +1703-12-31
A032458,晦庵定慧,+1685-01-01 ~ +1685-12-31,+1741-01-01 ~ +1741-12-31
A032489,釋淨良,+1930-01-01 ~ +1930-12-31,+2021-04-02
A032490,釋戒德,+1909-07-12,+2011-05-21
A032491,釋復仁,+1889-03-29,+1973-07-05
A032492,釋佛源,+1922-04-12,+2009-02-23
A032493,丹田禪師,+1535-11-12,+1614-01-01 ~ +1614-12-31
A032497,釋本覺,+1935-01-01 ~ +1935-12-31,+2016-10-08
A032501,釋金明,+1914-01-01 ~ +1914-12-31,+1999-07-03
A032502,釋真果,+1905-01-01 ~ +1905-12-31,+1996-01-05
A032508,釋仁德,+1926-06-01 ~ +1926-06-30,+2001-08-23
A032518,釋法雲,+1933-01-01 ~ +1933-12-31,+2005-09-25
A032544,吉津宜英,+1943-12-17,+2014-01-05
A032547,深貝慈孝,+1937-01-15,+2001-10-13
A032581,林衡道,+1915-05-02,+1997-01-18
A032582,羅光,+1911-01-01,+2004-02-28
A032613,,+1886-02-11,+1982-01-01 ~ +1982-12-31
A032624,,+1912-01-01 ~ +1912-12-31,+2003-01-01 ~ +2003-12-31
A032627,賽勒斯˙范錫,+1917-03-27,+2002-01-12
A032640,空也,+1885-01-01 ~ +1885-12-31,+1946-01-01 ~ +1946-12-31
A032643,靈濤,+1884-01-01 ~ +1884-12-31,+1951-07-02
A032647,陳晉源,+1948-05-15,+2010-07-28
A032650,陶鑄,+1908-01-16,+1969-11-30
A032652,陳毅,+1901-08-26,+1972-01-06
A032653,華國鋒,+1921-02-16,+2008-08-20
A032656,胡耀邦,+1915-11-20,+1989-04-15
A032665,龍嵓采晴,+1692-01-01 ~ +1692-12-31,+1754-01-01 ~ +1754-12-31
A032677,寒溪玄一,+1630-01-01 ~ +1630-12-31,+1716-01-01 ~ +1716-12-31
A032685,,+1947-01-01 ~ +1947-12-31,+2006-01-01 ~ +2006-12-31
A032688,,+1924-09-30,+2007-10-10
A032710,李仁敏,+1330-01-01 ~ +1330-12-31,+1393-01-01 ~ +1393-12-31
A032725,無學自超,+1327-01-01 ~ +1327-12-31,+1405-01-01 ~ +1405-12-31
A032729,得通已和,+1376-01-01 ~ +1376-12-31,+1433-01-01 ~ +1433-12-31
A032736,竺源智泉,+1324-01-01 ~ +1324-12-31,+1395-01-01 ~ +1395-12-31
A032738,高峰法藏,+1351-01-01 ~ +1351-12-31,+1428-01-01 ~ +1428-12-31
A032758,,+1940-01-01 ~ +1940-12-31,+2004-01-01 ~ +2004-12-31
A032768,竺雲慧心,+1522-02-07 ~ +1523-01-26,+1579-09-03
A032867,千巖師諄,+1669-01-01 ~ +1669-12-31,+1737-01-01 ~ +1737-12-31
A033051,月溪聖澄,+1536-04-08,+1615-08-30
A033106,桂庵玄樹,+1427-02-06 ~ +1428-01-25,+1508-07-08
A033108,月渚玄乘,+1465-02-05 ~ +1466-01-25,+1541-03-16
A033116,文之玄昌,+1555-01-01 ~ +1555-12-31,+1620-10-25
A033129,別宗祖緣,+1658-01-01 ~ +1658-12-31,+1714-06-12
A033146,喬石,+1924-12-24,+2015-06-14
A033181,釋體光,+1924-04-01 ~ +1924-04-30,+2005-01-24
A033200,文英清韓,+1568-02-08 ~ +1569-01-26,+1621-05-16
A033234,虎伯大宣,+1606-01-01 ~ +1606-12-31,+1673-09-27
A033241,虎溪永義,+1645-01-13 ~ +1645-01-27,+1723-10-16
A033249,象海慧湛,+1682-02-08 ~ +1683-01-27,+1733-08-21
A033262,玉嶺守瑛,+1707-02-03 ~ +1708-01-22,+1779-02-16 ~ +1779-12-16
A033285,季弘大叔,+1421-09-30,+1487-09-03
A033459,啟功,+1912-07-26,+2005-06-30
A033478,彭叔守仙,+1490-01-30 ~ +1491-02-17,+1555-11-06
A033488,集雲守藤,+1583-01-01 ~ +1583-12-31,+1621-02-22 ~ +1622-02-10
A033490,翱之慧鳳,+1414-01-31 ~ +1415-02-18,+1469-06-17 ~ +1470-02-10
A033492,清岩正徹,+1381-03-14 ~ +1382-01-22,+1459-06-18
A033782,左菁華,+1953-01-01 ~ +1953-12-31,+2014-01-30
A033792,晉美諾布,+1967-01-01 ~ +1967-12-31,+2011-02-14
A033812,饒鳳璜,+1876-01-01 ~ +1876-12-31,+1953-01-01 ~ +1953-12-31
A033813,張善孖,+1882-01-01 ~ +1882-12-31,+1940-01-01 ~ +1940-12-31
A033822,,+1918-11-03,+2010-08-26
A033871,顧毓琇,+1902-12-24,+2002-09-09
A033950,仲方中正,+1373-01-01 ~ +1373-12-31,+1451-01-01 ~ +1451-12-31
A033957,西笑承兌,+1548-02-20 ~ +1549-02-07,+1608-02-13
A033966,鳳林承章,+1593-02-23,+1668-09-30
A033970,東岳澄昕,+1388-01-01 ~ +1388-12-31,+1463-01-01 ~ +1463-12-31
A033982,原古志稽,+1401-01-24 ~ +1402-02-11,+1475-04-29
A033989,虎山永隆,+1403-02-01 ~ +1404-02-19,+1442-04-08
A033990,就山永崇,+1462-02-09 ~ +1463-01-28,+1509-01-05
A033991,宗山等貴,+1464-02-17 ~ +1464-08-29,+1526-04-07
A034058,維馨梵桂,+1404-02-20 ~ +1405-02-08,+1491-01-23
A034060,惟高妙安,+1480-02-20 ~ +1481-02-07,+1568-01-12
A034063,南溟昌運,+1328-01-01 ~ +1328-12-31,+1412-01-01 ~ +1412-12-31
A034065,用健周乾,+1376-01-30 ~ +1377-02-16,+1431-04-21
A034072,雪舟等揚,+1420-01-25 ~ +1421-02-11,+1506-09-05
A034123,有節瑞保,+1548-02-20 ~ +1549-02-07,+1633-12-07
A034131,潤甫周玉,+1504-03-26 ~ +1505-02-13,+1549-07-26
A034154,古澗慈稽,+1544-02-03 ~ +1545-02-21,+1633-10-12
A034207,均如,+0923-01-01 ~ +0923-12-31,+0973-02-11 ~ +0974-01-30
A034226,佛瑩,+1908-01-01 ~ +1908-12-31,+1970-01-01 ~ +1970-12-31
A034230,張光賓,+1915-01-01 ~ +1915-12-31,+2016-05-19
A034233,清亮,+1924-01-01 ~ +1924-12-31,+2010-01-01 ~ +2010-12-31
A034244,楊化群,+1923-01-01 ~ +1923-12-31,+1994-01-01 ~ +1994-12-31
A034246,僧成,+1391-01-01 ~ +1391-12-31,+1474-01-01 ~ +1474-12-31
A034255,嚴道,+1921-06-28,+2002-09-06
A034260,陳和錦,+1959-01-01 ~ +1959-12-31,+2003-01-01 ~ +2003-12-31
A034280,克主傑·格勒巴桑,+1385-02-18 ~ +1386-02-07,+1438-04-24
A034287,巴楚仁波切,+1808-01-01 ~ +1808-12-31,+1887-01-01 ~ +1887-12-31
A034296,郭元興,+1920-01-01 ~ +1920-12-31,+1989-06-30
A034304,諾那呼圖克圖,+1865-01-01 ~ +1865-12-31,+1936-05-12
A034315,王沂暖,+1907-01-01 ~ +1907-12-31,+1998-01-01 ~ +1998-12-31
A034316,周祖謨,+1914-11-19,+1995-01-14
A034317,范祥雍,+1913-02-01 ~ +1913-02-28,+1993-09-01 ~ +1993-09-30
A034323,劉世珩,+1875-01-01 ~ +1875-12-31,+1926-01-01 ~ +1926-12-31
A034326,陳士元,+1516-01-01 ~ +1516-12-31,+1597-01-01 ~ +1597-12-31
A034340,傅梅,+1564-01-24 ~ +1565-02-10,+1642-01-30 ~ +1643-02-18
A034342,矢吹慶輝,+1879-02-13,+1939-06-10
A034355,江春瑞超,+1514-02-05 ~ +1515-01-24,+1585-01-09
A034358,寶山乾珍,+1394-08-10 ~ +1395-01-29,+1442-02-14
A034391,桃源瑞仙,+1430-01-01 ~ +1430-12-31,+1489-09-25 ~ +1490-01-29
A034432,大典顯常,+1719-02-19 ~ +1720-02-07,+1801-03-22
A034434,綿谷周瓞,+1405-02-09 ~ +1406-01-28,+1472-04-09
A034453,費丹旭,+1802-01-29,+1850-12-04
A034473,李能和,+1869-01-01 ~ +1869-12-31,+1943-01-01 ~ +1943-12-31
A034474,富永仲基,+1715-01-01 ~ +1715-12-31,+1746-01-01 ~ +1746-12-31
A034493,量仁,+1313-08-09,+1364-08-13
A034504,梅鼎祚,+1549-01-01 ~ +1549-12-31,+1615-01-01 ~ +1615-12-31
A034514,拉賈戈帕拉查理,+1878-12-10,+1972-12-25
A034528,月溪中珊,+1377-02-17 ~ +1378-02-06,+1434-03-17
A034533,策彥周良,+1501-04-29,+1579-08-02
A034588,雪心等柏,+1390-01-01 ~ +1390-12-31,+1459-02-13 ~ +1460-02-01
A034681,大周周奝,+1348-02-08 ~ +1348-11-25,+1419-08-24
A034706,盛元梵鼎,+1362-01-01 ~ +1362-12-31,+1437-01-01 ~ +1437-12-31
A034766,英甫永雄,+1547-02-01 ~ +1548-02-19,+1602-10-30
A034790,賈曹·達瑪仁欽,+1364-01-01 ~ +1364-12-31,+1431-01-01 ~ +1431-12-31
A034791,釋隆蓮,+1909-05-02,+2006-01-01 ~ +2006-12-31
A034815,鄧殿臣,+1940-01-01 ~ +1940-12-31,+1996-01-01 ~ +1996-12-31
A034887,南仲景周,+1326-01-01 ~ +1326-12-31,+1422-01-21
A034893,唐曜,+1894-01-12,+1988-06-01
A034944,李恆鉞,+1910-01-01 ~ +1910-12-31,+1998-01-01 ~ +1998-12-31
A034999,劉泗英,+1895-01-01 ~ +1895-12-31,+1995-01-01 ~ +1995-12-31
A035005,,+1938-01-01 ~ +1938-12-31,+2014-12-25
A035033,玄圃靈三,+1535-01-01 ~ +1535-12-31,+1608-01-01 ~ +1608-12-31
A035083,南江宗沅,+1387-01-29 ~ +1388-02-16,+1463-01-29 ~ +1464-02-16
A035093,萬里集九,+1428-10-26,+1507-02-22 ~ +1508-02-10
A035102,仁如集堯,+1483-02-17 ~ +1484-02-05,+1574-08-24
A035105,釋遠行,+1906-01-01 ~ +1906-12-31,+1977-11-29
A035106,蔡濯堂,+1918-06-10,+2004-06-08
A035114,朱橋,+1930-11-12,+1968-11-10
A035152,梁許春菊,+1918-03-18,+1997-05-26
A035163,蘇南成,+1936-01-29,+2014-09-02
A035181,王澤坤,+1905-01-01 ~ +1905-12-31,+1973-11-19
A035198,董正,+1910-03-12,+1989-12-09
A035218,趙恆惕,+1880-01-01 ~ +1880-12-31,+1971-11-23
A035219,趙茂林,+1903-01-01 ~ +1903-12-31,+1981-05-01
A035230,郝柏村,+1921-01-01 ~ +1921-12-31,+2020-03-30
A035246,佛聲印正,+1913-01-01 ~ +1913-12-31,+1998-06-07
A035252,釋傳聞,+1949-01-01 ~ +1949-12-31,+2008-02-05
A035253,釋元果,+1930-01-01 ~ +1930-12-31,+1998-09-24
A035256,釋印慧,+1945-01-01 ~ +1945-12-31,+1968-01-01 ~ +1968-12-31
A035260,釋如虛,+1927-01-01 ~ +1927-12-31,+2016-11-22
A035261,釋妙智,+1888-02-09,+2003-02-28
A035262,釋妙本,+1902-01-01 ~ +1902-12-31,+1987-01-01 ~ +1987-12-31
A035268,釋常凱,+1916-01-01 ~ +1916-12-31,+1990-09-07
A035286,李建成,+0589-01-01 ~ +0589-12-31,+0626-07-05
A035293,釋普瑛,+1925-01-01 ~ +1925-12-31,+2015-02-16
A035300,釋本空,+1926-05-27,+2002-11-14
A035338,釋法振,+1915-01-01 ~ +1915-12-31,+2016-02-11
A035345,釋澄真,+1916-01-01 ~ +1916-12-31,+2015-06-25
A035368,釋覺照,+1943-12-14,+2016-02-18
A035370,釋誠祥,+1920-01-01 ~ +1920-12-31,+2006-06-23
A035373,釋達道,+1921-08-21,+2013-04-08
A035415,馮馮,+1935-04-05,+2007-04-18
A035484,,+1949-01-01 ~ +1949-12-31,+2009-06-09
A035515,,+1926-01-01 ~ +1926-12-31,+1977-12-23
A035570,子晋明魏,+1347-02-19 ~ +1348-02-07,+1429-08-19
A035599,,+1914-05-29,+2007-09-21
A035756,,+1920-08-17,+2012-04-17
A035766,張鐘元,+1907-01-01 ~ +1907-12-31,+1988-01-01 ~ +1988-12-31
A035767,張齡,+1910-01-01 ~ +1910-12-31,+1979-01-01 ~ +1979-12-31
A035776,歐陽勛,+1919-01-01 ~ +1919-12-31,+2014-01-01 ~ +2014-12-31
A035816,釋聖智,+1921-11-07,+1998-12-11
A035824,釋顯如,+1949-06-01 ~ +1949-06-30,+1998-11-15
A035829,,+1925-04-07,+2005-12-07
A035847,釋妙湛,+1910-12-13,+1995-01-01 ~ +1995-12-31
A035878,金景徽,+0777-01-01 ~ +0777-12-31,+0836-01-01 ~ +0836-12-31
A035881,慶寶道詵,+0827-01-01 ~ +0827-12-31,+0806-04-06
A035883,璨幽,+0869-05-22,+0958-09-25
A035888,雙峰和尚,+0798-01-01 ~ +0798-12-31,+0868-05-18
A035889,澄曉折中,+0826-01-01 ~ +0826-12-31,+0900-01-01 ~ +0900-12-31
A035907,桂巖英昌,+1321-01-01 ~ +1321-12-31,+1412-08-26
A035908,籌山了運,+1350-02-16 ~ +1351-02-04,+1432-10-01
A035909,義山等仁,+1386-01-01 ~ +1386-12-31,+1462-11-01
A035912,提室智闡,+1461-01-01 ~ +1461-12-31,+1536-05-02
A035920,白峰玄滴,+1594-02-20 ~ +1595-02-08,+1670-09-27
A035921,卍海宗珊,+1707-01-30,+1767-02-09
A035932,密山道顯,+1652-01-01 ~ +1652-12-31,+1736-11-14
A035939,穆山瑾英,+1821-11-17,+1910-12-04
A035940,岸澤惟安,+1865-01-01 ~ +1865-12-31,+1955-03-26
A035962,慈麟玄趾,+1690-02-09 ~ +1691-01-28,+1764-11-02
A035984,月澗義光,+1653-01-29 ~ +1654-02-16,+1702-11-05
A035993,華嚴曹海,+1685-12-29,+1761-10-01
A035998,森田悟由,+1834-02-09,+1915-02-09
A036001,尊應教堂,+1746-01-01 ~ +1746-12-31,+1832-01-01 ~ +1832-12-31
A036004,孤峰白巖,+1845-06-14,+1909-03-08
A036047,鐵籃無底,+1793-01-01 ~ +1793-12-31,+1844-01-01 ~ +1844-12-31
A036051,鐵肝雪鴻,+1831-11-11,+1885-08-10
A036068,智燈照玄,+1665-01-01 ~ +1665-12-31,+1739-01-01 ~ +1739-12-31
A036069,逆水洞流,+1684-02-16 ~ +1684-04-04,+1766-02-09 ~ +1767-01-29
A036084,佛海天龍,+1763-01-01 ~ +1763-12-31,+1820-01-01 ~ +1820-12-31
A036089,本行玄宗,+1869-02-11 ~ +1870-01-31,+1963-12-09
A036091,無學愚禪,+1733-09-22,+1829-04-04
A036101,古岳日峻,+1670-10-13,+1742-09-28
A036120,湛堂超然,+1646-02-16 ~ +1647-02-04,+1728-02-23
A036125,秀山瑞藤,+1645-01-13 ~ +1645-01-27,+1730-12-14
A036133,雲山愚白,+1620-01-02,+1702-03-16
A036134,祖道宗心,+1638-02-14 ~ +1639-02-02,+1683-10-15
A036142,德翁良高,+1649-09-07 ~ +1649-10-05,+1709-03-17
A036144,鐵文道樹,+1710-06-01,+1781-10-14
A036147,雲生洞門,+1792-01-01 ~ +1792-12-31,+1858-01-01 ~ +1858-12-31
A036152,雲欞泰禪,+1752-01-01 ~ +1752-12-31,+1816-01-01 ~ +1816-12-31
A036161,頑極官慶,+1682-11-26,+1768-01-29
A036165,玄透即中,+1729-01-29 ~ +1730-02-16,+1807-06-04
A036167,慧門禪智,+1758-01-01 ~ +1758-12-31,+1830-01-01 ~ +1830-12-31
A036190,黃泉無著,+1775-01-31 ~ +1776-02-18,+1839-01-31
A036192,鼎三即一,+1805-01-01 ~ +1805-12-31,+1892-11-28
A036202,維室默仙,+1847-03-09,+1920-09-02
A036205,高外全國,+1671-07-02,+1742-10-16
A036206,大忍國仙,+1723-02-05 ~ +1724-01-25,+1791-04-20
A036207,大愚良寬,+1758-11-02,+1831-02-18
A036208,孝室貞心,+1798-02-16 ~ +1799-02-04,+1872-03-19
A036213,無文良準,+1665-01-01 ~ +1665-12-31,+1728-01-01 ~ +1728-12-31
A036217,獨明良因,+1679-01-01 ~ +1679-12-31,+1742-01-01 ~ +1742-12-31
A036231,無得良悟,+1651-02-20 ~ +1652-02-09,+1742-06-25
A036232,玉洲海琳,+1669-02-01 ~ +1670-02-19,+1729-04-28
A036252,蘭陵越宗,+1715-02-04 ~ +1716-01-24,+1779-02-16 ~ +1779-12-16
A036255,虛庵貫道,+1802-01-01 ~ +1802-12-31,+1860-01-01 ~ +1860-12-31
A036264,佛海慈舟,+1745-02-01 ~ +1746-02-19,+1822-05-19
A036265,甘雨為霖,+1786-01-01 ~ +1786-12-31,+1872-03-16
A036273,祖學泰禪,+1873-05-01,+1968-01-07
A036276,大癡道高,+1751-01-01 ~ +1751-12-31,+1822-11-28
A036277,大典文棟,+1789-02-19 ~ +1790-02-13,+1853-08-29
A036279,梅嶺大枝,+1731-02-07 ~ +1732-01-26,+1794-07-22
A036302,慶屋定紹,+1339-02-18 ~ +1340-02-06,+1407-08-02
A036603,賢仲繁哲,+1438-02-04 ~ +1439-01-24,+1512-08-15
A036628,回天慧杲,+1794-01-01 ~ +1794-12-31,+1853-02-08 ~ +1854-01-28
A036632,環溪密雲,+1817-03-25,+1884-12-07
A036640,原坦山,+1819-01-01 ~ +1819-12-31,+1892-01-01 ~ +1892-12-31
A036641,物外不遷,+1794-01-01 ~ +1794-12-31,+1867-02-13 ~ +1868-01-24
A036663,父幼老卵,+1724-01-26 ~ +1725-02-12,+1805-12-22
A036675,玄樓奧龍,+1720-02-08 ~ +1721-01-27,+1813-11-04
A036676,風外本高,+1779-02-16 ~ +1779-12-16,+1847-08-02
A036678,淨山舌溪,+1832-01-01 ~ +1832-12-31,+1918-01-01 ~ +1918-12-31
A036684,靈潭魯龍,+1746-01-01 ~ +1746-12-31,+1806-01-01 ~ +1806-12-31
A036739,秋野孝道,+1858-05-30,+1934-02-20
A036742,傑山道逸,+1480-02-20 ~ +1481-02-07,+1565-06-16
A036747,天永琳達,+1535-02-13 ~ +1536-02-01,+1616-09-21
A036753,界巖繁越,+1435-02-08 ~ +1436-01-27,+1510-06-13
A036760,隆溪繁紹,+1449-08-25 ~ +1450-02-20,+1504-09-25
A036764,光國舜玉,+1477-01-24 ~ +1478-02-11,+1561-09-30
A036773,鐵心道印,+1593-02-02 ~ +1594-02-19,+1680-02-28
A036774,悅巖不禪,+1616-02-17 ~ +1617-02-05,+1682-01-15
A036833,慧達,+0252-01-01 ~ +0252-12-31,+0436 ~ +0441
A036844,惠雲,+0655-01-01 ~ +0655-12-31,+0712-09-16 ~ +0713-12-25
A036896,真巖道空,+1374-02-20 ~ +1375-02-09,+1449-09-11
A036899,逆翁宗順,+1433-01-31 ~ +1434-02-17,+1488-09-29
A036956,大路一遵,+1399-02-15 ~ +1400-02-03,+1518-05-25
A036965,士峰宋山,+1543-02-14 ~ +1544-02-02,+1635-11-08
A036968,以翼長佑,+1416-02-08 ~ +1417-01-26,+1502-06-12
A036988,松堂高盛,+1431-02-22 ~ +1432-02-10,+1505-03-26
A037090,青岑珠鷹,+1362-02-04 ~ +1363-01-23,+1472-10-25
A037106,如幻宗悟,+1450-02-21 ~ +1451-02-10,+1530-07-01
A037168,太安梵守,+1407-02-17 ~ +1408-02-06,+1482-07-29
A037179,天初蘂源,+1451-02-11 ~ +1452-01-30,+1524-06-25
A037196,可山洞悅,+1637-01-26 ~ +1638-02-13,+1707-09-28
A037197,損翁宗益,+1650-01-29,+1705-07-14
A037199,黠外愚中,+1679-01-01 ~ +1679-12-31,+1737-01-01 ~ +1737-12-31
A037208,衡田祖量,+1702-01-01 ~ +1702-12-31,+1779-01-01 ~ +1779-12-31
A037235,緣山大因,+1763-01-01 ~ +1763-12-31,+1826-01-01 ~ +1826-12-31
A037242,北野元峰,+1842-12-02,+1933-10-19
A037300,無庵雲居,+1757-01-01 ~ +1757-12-31,+1827-01-01 ~ +1827-12-31
A037420,心窓宗傳,+1421-02-12 ~ +1422-01-31,+1496-12-25
A037429,雲岡舜德,+1438-02-04 ~ +1439-01-24,+1516-06-25
A037431,節庵良筠,+1458-06-05,+1541-12-20
A037433,布州東播,+1493-01-27 ~ +1494-02-14,+1574-01-31
A037435,格翁桂逸,+1511-02-09 ~ +1512-01-28,+1573-04-05
A037450,泰翁德陽,+1477-01-24 ~ +1478-02-11,+1556-01-11
A037451,在天宗鳳,+1490-01-30 ~ +1491-02-17,+1572-02-16
A037454,頭室伊天,+1523-01-27 ~ +1524-02-14,+1600-08-09
A037465,一峰麟曹,+1567-02-19 ~ +1568-02-07,+1623-12-29
A037651,不中秀的,+1621-02-22 ~ +1622-02-10,+1677-10-14
A037652,獅巖梅腑,+1637-01-26 ~ +1638-02-13,+1681-05-08
A037653,如實秀本,+1643-02-19 ~ +1643-11-13,+1717-11-28
A037654,嶺南秀恕,+1675-01-26 ~ +1676-02-13,+1752-12-28
A037686,天庵全堯,+1577-01-29 ~ +1578-02-16,+1644-12-27
A037690,鰲山見雪,+1626-01-28 ~ +1627-02-15,+1685-10-07
A037697,瑞岡珍牛,+1743-01-31,+1822-05-30
A037702,釋圓拙,+1909-01-01 ~ +1909-12-31,+1997-01-01 ~ +1997-12-31
A037704,釋轉岸,+1882-01-01 ~ +1882-12-31,+1970-01-01 ~ +1970-12-31
A037705,釋性願,+1889-10-28,+1965-04-11
A037708,趙申喬,+1644-01-01 ~ +1644-12-31,+1720-01-01 ~ +1720-12-31
A037710,釋寶曇,+1925-01-01 ~ +1925-12-31,+2008-09-15
A037712,寂室堅光,+1753-06-19,+1830-08-27
A037713,惟慧道定,+1634-02-13,+1713-05-19
A037715,界遠護洲,+1637-01-26 ~ +1638-02-13,+1698-01-02
A037741,大岡楳仙,+1825-02-18 ~ +1826-02-06,+1901-01-01 ~ +1901-12-31
A037776,李秀成,+1823-01-01 ~ +1823-12-31,+1864-08-07
A037777,寬鑑和尚,+1902-01-01 ~ +1902-12-31,+1959-12-11
A037779,洪斷,+1550-01-01 ~ +1550-12-31,+1621-01-01 ~ +1621-12-31
A037780,果一法師,+1922-09-16,+1994-03-06
A037781,傅朝樞,+1926-01-01 ~ +1926-12-31,+2002-01-29
A037783,宏行法師,+1993-01-01 ~ +1993-12-31,+2001-01-01 ~ +2001-12-31
A037797,臥雲童龍,+1790-03-23,+1870-12-24
A037807,天嶺吞補,+1509-01-31 ~ +1510-02-18,+1588-12-04
A037812,門庵宗關,+1546-02-11 ~ +1547-01-31,+1622-01-07
A037828,天室光育,+1470-02-11 ~ +1471-01-29,+1563-07-23
A037879,魯山琢宗,+1837-01-28,+1897-01-31
A037895,天倫正挺,+1417-01-27 ~ +1418-02-14,+1501-03-21
A037951,毅然法師,+1955-07-01 ~ +1955-07-31,+2016-04-27
A037992,嶺巖英峻,+1589-01-01 ~ +1589-12-31,+1674-05-17
A037993,光紹智堂,+1610-01-01 ~ +1610-12-31,+1670-09-28
A037997,松庵宗榮,+1423-02-20 ~ +1424-02-09,+1504-08-21
A038002,普雨法師,+1911-02-01 ~ +1911-02-28,+1990-02-01 ~ +1990-02-28
A038003,傳常法師,+1921-10-01 ~ +1921-10-31,+2009-01-19
A038042,東洲周道,+1439-01-25 ~ +1440-02-12,+1521-09-04
A038068,即庵宗覺,+1407-02-17 ~ +1408-02-06,+1485-01-08
A038069,能山聚藝,+1442-02-20 ~ +1443-02-08,+1513-01-13
A038133,月窓明潭,+1425-01-29 ~ +1426-02-16,+1496-08-07
A038178,李漢魂,+1895-11-23,+1987-06-30
A038179,鄒洪,+1897-04-03,+1945-04-16
A038235,一華文英,+1425-01-29 ~ +1426-02-16,+1509-07-03
A038251,巨山泉滴,+1561-01-26 ~ +1562-02-13,+1641-11-27
A038254,自山得吾,+1439-01-25 ~ +1440-02-12,+1522-06-20
A038256,以船文濟,+1457-02-04 ~ +1458-01-24,+1547-11-02
A038257,箇學光真,+1496-01-25 ~ +1497-02-11,+1558-04-05
A038260,吉岫舜利,+1524-02-15 ~ +1525-02-02,+1603-11-23
A038263,菊隱瑞潭,+1447-01-26 ~ +1448-02-13,+1525-01-11
A038267,鷹岳宗俊,+1411-02-03 ~ +1412-02-21,+1492-12-10
A038272,桂節宗昌,+1401-01-24 ~ +1402-02-11,+1496-06-21
A038273,輝山宗珠,+1408-02-07 ~ +1409-01-25,+1528-02-12
A038279,天桂禪長,+1462-02-09 ~ +1463-01-28,+1524-11-05
A038303,仲翁守邦,+1379-01-27 ~ +1380-02-14,+1445-07-19
A038305,泰雲守琮,+1433-01-31 ~ +1434-02-17,+1501-12-14
A038309,天祐宗津,+1462-02-09 ~ +1463-01-28,+1532-03-20
A038310,恕岳文忠,+1462-02-09 ~ +1463-01-28,+1548-12-24
A038327,代翁守哲,+1566-02-01 ~ +1567-02-18,+1627-12-24
A038329,奪叟全珠,+1588-01-28 ~ +1589-02-14,+1642-07-20
A038341,大鷹宗俊,+1463-01-29 ~ +1464-02-16,+1537-09-18
A038373,悟宗圭頓,+1473-02-07 ~ +1474-01-26,+1555-09-09
A038390,不鐵桂文,+1563-02-03 ~ +1564-02-22,+1637-01-19
A038415,天甫存佐,+1449-08-25 ~ +1450-02-20,+1517-02-01 ~ +1518-02-19
A038417,了然永超,+1471-01-30 ~ +1472-02-17,+1551-09-20
A038420,奇伯瑞龐,+1463-01-29 ~ +1464-02-16,+1547-05-06
A038422,龜洋宗鑑,+1487-08-18 ~ +1488-02-21,+1563-09-16
A038425,繁興存榮,+1514-02-05 ~ +1515-01-24,+1577-02-12
A038432,桃水雲溪,+1612-02-02 ~ +1613-02-19,+1683-11-07
A038434,朝山芳暾,+1475-02-15 ~ +1476-02-04,+1558-04-29
A038436,一翁芳純,+1597-02-17 ~ +1598-02-05,+1647-02-05 ~ +1648-01-24
A038472,定庵殊禪,+1373-02-02 ~ +1374-02-19,+1432-05-06
A038485,玄室守腋,+1444-01-01 ~ +1444-12-31,+1514-02-05 ~ +1515-01-24
A038502,九江慈淵,+1463-01-29 ~ +1464-02-16,+1525-03-05
