"id","data","bdate","ddate","lifespan","name","seats","female"
"86920","cbdb",1866,1926,60,"徐汝翼",NA,0
"87018","cbdb",1866,1928,62,"徐鍾恂",NA,0
"87745","cbdb",1866,1886,20,"凌寶樞",NA,0
"87938","cbdb",1866,1913,47,"黃人",NA,0
"88095","cbdb",1866,1938,72,"黃文琛",NA,0
"88176","cbdb",1866,1932,66,"黃慶曾",NA,0
"88300","cbdb",1866,1910,44,"黃家駒",NA,0
"88767","cbdb",1866,1944,78,"盛家堉",NA,0
"89572","cbdb",1866,1911,45,"蔣黼",NA,0
"90346","cbdb",1866,1929,63,"曾廣鈞",NA,0
"90718","cbdb",1866,1922,56,"雷鳳鼎",NA,0
"91766","cbdb",1866,1928,62,"魏雲",NA,0
"120807","cbdb",1866,1890,24,"劉世珍",NA,1
"338319","cbdb",1866,1932,66,"許棫",NA,0
"376044","cbdb",1866,1952,86,"何振岱",NA,0
"A004879","ddm",1866,1938,72,"王震",NA,NA
"A007593","ddm",1866,1930,64,"袁希濤",NA,NA
"A016306","ddm",1866,1925,59,"孫中山",NA,NA
"A017857","ddm",1866,1928,62,"融通",NA,NA
"A019717","ddm",1866,1945,79,"施省之",NA,NA
"A023808","ddm",1866,1945,79,"河口慧海",NA,NA
"A024504","ddm",1866,1945,79,"高楠順次郎",NA,NA
"A042951","ddm",1866,1920,54,"張元鈺",NA,NA
"P1499","bdrc",1866,1948,82,"bla kho 'jigs med 'phrin las rgya mtsho/","G162",NA
"P2366","bdrc",1866,1938,72,"blo bzang 'jam dpal/","G237",NA
"P237","bdrc",1866,1928,62,"lcang lung khri rgan 'jam dbyangs thub bstan rgya mtsho/","G163",NA
"P269","bdrc",1866,1928,62,"brag dkar blo bzang dpal ldan bstan snyan grags/","G1KR397",NA
"P3795","bdrc",1866,1901,35,"nags gtsang 03 blo bzang byang chub chos 'phel/","G431",NA
"P5326","bdrc",1866,1929,63,"dka' bcu pa brtson 'grus bzod pa/"," ",NA
"P5930","bdrc",1866,1937,71,"khra dge slong tshul khrims dar rgyas/"," ",NA
"P611","bdrc",1866,1918,52,"'brug rje mkhan po 54 ye shes zla ba/","G54",NA
"44379","cbdb",1867,1938,71,"胡宗楙",NA,0
"60414","cbdb",1867,1948,81,"趙熙",NA,0
"61677","cbdb",1867,1938,71,"博爾濟吉特那彥圖",NA,0
"61919","cbdb",1867,1936,69,"徐紹楨",NA,0
"62129","cbdb",1867,1920,53,"李瑞清",NA,0
"62393","cbdb",1867,1931,64,"孫寶琦",NA,0
"71098","cbdb",1867,1892,25,"王曇",NA,0
"71270","cbdb",1867,1938,71,"王震",NA,0
"72120","cbdb",1867,1927,60,"王錫晉",NA,0
"76978","cbdb",1867,1926,59,"楊德純",NA,0
"77387","cbdb",1867,1938,71,"李丙榮",NA,0
"72950","cbdb",1867,1909,42,"龍鳳鑣",NA,0
"73066","cbdb",1867,1948,81,"葉銘",NA,0
"73482","cbdb",1867,1907,40,"馮江",NA,0
"73689","cbdb",1867,1928,61,"吉城",NA,0
"75155","cbdb",1867,1924,57,"劉澤湘",NA,0
"75180","cbdb",1867,1942,75,"劉紹寬",NA,0
"75348","cbdb",1867,1928,61,"劉毓盤",NA,0
"77039","cbdb",1867,1922,55,"李純",NA,0
"77088","cbdb",1867,1893,26,"李結",NA,0
"77664","cbdb",1867,1906,39,"李寶嘉",NA,0
"77703","cbdb",1867,1922,55,"李經鈺",NA,0
"78061","cbdb",1867,1894,27,"吳卯",NA,0
"78111","cbdb",1867,1920,53,"吳涑",NA,0
"78129","cbdb",1867,1922,55,"吳隱",NA,0
"78485","cbdb",1867,1894,27,"吳修月",NA,0
"79344","cbdb",1867,1923,56,"汪如淵",NA,0
"79403","cbdb",1867,1930,63,"汪律本",NA,0
"79757","cbdb",1867,1894,27,"沈景謨",NA,0
"80075","cbdb",1867,1941,74,"張鴻",NA,0
"80184","cbdb",1867,1943,76,"張一麐",NA,0
"80717","cbdb",1867,1933,66,"張樹筠",NA,0
"80762","cbdb",1867,1928,61,"張祖澤",NA,0
"81054","cbdb",1867,1908,41,"張鶴齡",NA,0
"82381","cbdb",1867,1926,59,"英華",NA,0
"83054","cbdb",1867,1938,71,"金蘭升",NA,0
"83611","cbdb",1867,1904,37,"周蘊良",NA,0
"84390","cbdb",1867,1943,76,"趙戴文",NA,0
"84620","cbdb",1867,1928,61,"胡雨人",NA,0
"84759","cbdb",1867,1929,62,"柯鴻年",NA,0
"84932","cbdb",1867,1926,59,"段維",NA,0
"85005","cbdb",1867,1934,67,"侯學愈",NA,0
"85201","cbdb",1867,1946,79,"施肇曾",NA,0
"85278","cbdb",1867,1933,66,"姜忠汾",NA,0
"85288","cbdb",1867,1935,68,"姜輝庭",NA,0
"85314","cbdb",1867,1929,62,"洪繻",NA,0
"85441","cbdb",1867,1912,45,"費啟豐",NA,0
"85710","cbdb",1867,1948,81,"秦光玉",NA,0
"86265","cbdb",1867,1909,42,"顧文熙",NA,0
"86501","cbdb",1867,1945,78,"錢同壽",NA,0
"86804","cbdb",1867,1915,48,"徐大珅",NA,0
"86908","cbdb",1867,1940,73,"徐兆瑋",NA,0
"86927","cbdb",1867,1917,50,"徐壽慈",NA,0
"86949","cbdb",1867,1904,37,"徐孚吉",NA,0
"87326","cbdb",1867,1932,65,"高廷梅",NA,0
"87615","cbdb",1867,1900,33,"唐才常",NA,0
"87682","cbdb",1867,1945,78,"唐濟榯",NA,0
"88270","cbdb",1867,1910,43,"黃思衍",NA,0
"88336","cbdb",1867,1930,63,"黃維翰",NA,0
"88419","cbdb",1867,1931,64,"蕭丙章",NA,0
"88568","cbdb",1867,1921,54,"曹佐熙",NA,0
"88887","cbdb",1867,1898,31,"康廣仁",NA,0
"88939","cbdb",1867,1911,44,"章鑒",NA,0
"89417","cbdb",1867,1942,75,"董康",NA,0
"90130","cbdb",1867,1912,45,"傅向初",NA,0
"90141","cbdb",1867,1937,70,"傅紹岩",NA,0
"90350","cbdb",1867,1926,59,"曾習經",NA,0
"90361","cbdb",1867,1888,21,"曾爾鴻",NA,0
"90519","cbdb",1867,1923,56,"謝飛麟",NA,0
"90708","cbdb",1867,1916,49,"雷恆",NA,0
"90860","cbdb",1867,1934,67,"鮑貴卿",NA,0
"90980","cbdb",1867,1940,73,"蔡元培",NA,0
"91095","cbdb",1867,1928,61,"管尚忠",NA,0
"91891","cbdb",1867,1908,41,"籍忠宣",NA,0
"124538","cbdb",1867,1959,92,"張元濟",NA,0
"124879","cbdb",1867,1898,31,"康有溥",NA,0
"A000448","ddm",1867,1952,85,"佐伯定胤",NA,NA
"A006030","ddm",1867,1922,55,"張炳楨",NA,NA
"A015686","ddm",1867,1948,81,"馮恕",NA,NA
"A015707","ddm",1867,1928,61,"李雲書",NA,NA
"A017513","ddm",1867,1933,66,"盧永祥",NA,NA
"A023332","ddm",1867,1959,92,"張元濟",NA,NA
"A024425","ddm",1867,1934,67,"忽滑谷快天",NA,NA
"A024734","ddm",1867,1931,64,"本多日生",NA,NA
"A031079","ddm",1867,1937,70,"直翁廣質",NA,NA
"A042158","ddm",1867,1936,69,"僧晉宏賓",NA,NA
"A042824","ddm",1867,1932,65,"莊蘊寬",NA,NA
"P1638","bdrc",1867,1937,70,"blo bzang rta mgrin/"," ",NA
"P1PD76759","bdrc",1867,1944,77,"yon shul sman rgan dkon mchog rgya mtsho/","G3090",NA
"P708","bdrc",1867,1940,73,"rdza rong phu sprul sku ngag dbang bstan 'dzin nor bu/","G186",NA
"P812","bdrc",1867,1941,74,"sga ston ngag dbang legs pa/","G1KR2783",NA
"P9890","bdrc",1867,1939,72,"dpal shul 02 blo bzang bstan pa rgya mtsho/","G4652",NA
"54547","cbdb",1868,1943,75,"徐乃昌",NA,0
"54034","cbdb",1868,1898,30,"許之雯",NA,1
"60470","cbdb",1868,1939,71,"鄧邦述",NA,0
"61867","cbdb",1868,1933,65,"吳士鑑",NA,0
"63492","cbdb",1868,1924,56,"倪嗣冲",NA,0
"64050","cbdb",1868,1932,64,"劉廷琛",NA,0
"65532","cbdb",1868,1914,46,"陳昭常",NA,0
"65603","cbdb",1868,1930,62,"愛新覺羅載澤",NA,0
"70800","cbdb",1868,1922,54,"于普源",NA,0
"71294","cbdb",1868,1918,50,"王燮",NA,0
"71477","cbdb",1868,1933,65,"王世鏜",NA,0
"71857","cbdb",1868,1916,48,"王樹中",NA,0
"72018","cbdb",1868,1933,65,"王鴻翔",NA,0
"72042","cbdb",1868,1944,76,"王葆心",NA,0
"73173","cbdb",1868,1923,55,"葉泰椿",NA,0
"73516","cbdb",1868,1943,75,"馮願",NA,0
"73602","cbdb",1868,1922,54,"馮善徵",NA,0
"74051","cbdb",1868,1934,66,"朱文熊",NA,0
"74391","cbdb",1868,1943,75,"伍光建",NA,0
"75404","cbdb",1868,1931,63,"齊振楠",NA,0
"75416","cbdb",1868,1933,65,"關冕鈞",NA,0
"75713","cbdb",1868,1928,60,"許兆祿",NA,0
"76090","cbdb",1868,1928,60,"孫鳴圻",NA,0
"76751","cbdb",1868,1949,81,"楊壽楠",NA,0
"77109","cbdb",1868,1911,43,"李萃",NA,0
"77470","cbdb",1868,1932,64,"李竹書",NA,0
"77499","cbdb",1868,1901,33,"李慶銓",NA,0
"77700","cbdb",1868,1902,34,"李經達",NA,0
"77766","cbdb",1868,1927,59,"李祖年",NA,0
"77843","cbdb",1868,1924,56,"李煥章",NA,0
"77864","cbdb",1868,1948,80,"李維源",NA,0
"78212","cbdb",1868,1933,65,"吳士鑒",NA,0
"78298","cbdb",1868,1933,65,"吳芝瑛",NA,1
"78606","cbdb",1868,1932,64,"吳蔚元",NA,0
"79022","cbdb",1868,1912,44,"狄懋齡",NA,0
"79653","cbdb",1868,1939,71,"沈其昌",NA,0
"80663","cbdb",1868,1940,72,"張學翰",NA,0
"84189","cbdb",1868,1945,77,"趙玉森",NA,0
"81304","cbdb",1868,1925,57,"陳止",NA,0
"82318","cbdb",1868,1911,43,"邵恆照",NA,0
"82432","cbdb",1868,1913,45,"范中信",NA,0
"83643","cbdb",1868,1916,48,"龐澤鑾",NA,0
"83842","cbdb",1868,1913,45,"鄭鴻逵",NA,0
"83989","cbdb",1868,1938,70,"孟森",NA,0
"84025","cbdb",1868,1943,75,"封文權",NA,0
"84275","cbdb",1868,1891,23,"趙佩湘",NA,0
"84364","cbdb",1868,1942,74,"趙椿年",NA,0
"84498","cbdb",1868,1939,71,"胡蘊",NA,0
"84896","cbdb",1868,1940,72,"鍾觀光",NA,0
"85279","cbdb",1868,1910,42,"姜宗泰",NA,0
"85851","cbdb",1868,1927,59,"袁國鈞",NA,0
"86099","cbdb",1868,1931,63,"夏辛銘",NA,0
"86142","cbdb",1868,1916,48,"夏敬敏",NA,0
"86312","cbdb",1868,1929,61,"顧宗灼",NA,0
"87274","cbdb",1868,1943,75,"高煌",NA,0
"87872","cbdb",1868,1939,71,"陶先畹",NA,0
"88454","cbdb",1868,1939,71,"蕭瑞麟",NA,0
"88611","cbdb",1868,1938,70,"曹家達",NA,0
"88974","cbdb",1868,1926,58,"章兆鴻",NA,0
"88996","cbdb",1868,1936,68,"章炳麟",NA,0
"89167","cbdb",1868,1929,61,"梁煥奎",NA,0
"89215","cbdb",1868,1913,45,"葉赫那拉氏(載湉皇后)",NA,0
"89272","cbdb",1868,1903,35,"彭世襄",NA,0
"89670","cbdb",1868,1900,32,"蔣南棠",NA,0
"90883","cbdb",1868,1931,63,"廉泉",NA,0
"90985","cbdb",1868,1937,69,"蔡文鑫",NA,0
"91402","cbdb",1868,1944,76,"顏昌嶢",NA,0
"91563","cbdb",1868,1932,64,"潘敦先",NA,0
"123790","cbdb",1868,1894,26,"袁永山",NA,0
"134083","cbdb",1868,1943,75,"李雨生",NA,0
"A009680","ddm",1868,1951,83,"郭經",NA,NA
"A018482","ddm",1868,1950,82,"俞陛雲",NA,NA
"A022565","ddm",1868,1918,50,"華山",NA,NA
"A024711","ddm",1868,1940,72,"蔡元培",NA,NA
"A030747","ddm",1868,1935,67,"關野貞",NA,NA
"A042164","ddm",1868,1936,68,"常西宏宗",NA,NA
"A042189","ddm",1868,1937,69,"惟寬顯徹",NA,NA
"P10141","bdrc",1868,1918,50,"nyang tshang sprul sku blo bzang thub bstan 'jigs med 'phrin las/","G301",NA
"P2228","bdrc",1868,1906,38,"'bri gung chung tshang 06 chos kyi blo gros/","G340",NA
"P3CN17686","bdrc",1868,1934,66,"ang gi bla ma dka' bcu phyag rdor skyabs/"," ",NA
"P6807","bdrc",1868,1922,54,"tA dbon 04 dbu se ba/","G2525",NA
"P7533","bdrc",1868,1949,81,"ngor mkhan chen 60 ngag dbang mkhyen rab 'jam dpal snying po/","G211",NA
"P8980","bdrc",1868,1941,73,"brag dgon pa 'jam dbyangs bstan pa rgya mtsho/","G301,G1962,G3090",NA
"P8LS13324","bdrc",1868,1925,57,"khya dge 'jigs med rig pa'i shes rab/","G298",NA
"P971","bdrc",1868,1931,63,"sde dge mkhan po bsam gtan blo gros/","G193",NA
"57819","cbdb",1869,1919,50,"丁寶銓",NA,0
"61846","cbdb",1869,1902,33,"陸輔清",NA,0
"63377","cbdb",1869,1943,74,"高淩霨",NA,0
"64133","cbdb",1869,1924,55,"錢能訓",NA,0
"64540","cbdb",1869,1932,63,"言敦源",NA,0
"68558","cbdb",1869,1923,54,"王世相",NA,0
"70694","cbdb",1869,1909,40,"丁惠康",NA,0
"70708","cbdb",1869,1923,54,"丁毓瑛",NA,0
"71420","cbdb",1869,1898,29,"王鳳璘",NA,0
"71735","cbdb",1869,1894,25,"王英冕",NA,0
"76169","cbdb",1869,1891,22,"孫淑昭",NA,0
"72342","cbdb",1869,1913,44,"毛宗藩",NA,0
"72584","cbdb",1869,1896,27,"方崇年",NA,0
"72635","cbdb",1869,1949,80,"尹乃湯",NA,0
"73784","cbdb",1869,1933,64,"呂鳳",NA,0
"74565","cbdb",1869,1943,74,"華秉麾",NA,0
"75323","cbdb",1869,1911,42,"劉錫祺",NA,0
"75930","cbdb",1869,1936,67,"孫峻",NA,0
"76222","cbdb",1869,1935,66,"孫德謙",NA,0
"76815","cbdb",1869,1917,48,"楊寶鏞",NA,0
"77362","cbdb",1869,1898,29,"李玉如",NA,0
"77675","cbdb",1869,1923,54,"李宗棠",NA,0
"77733","cbdb",1869,1928,59,"李思慎",NA,0
"78487","cbdb",1869,1913,44,"吳保初",NA,0
"79289","cbdb",1869,1925,56,"汪文溥",NA,0
"79715","cbdb",1869,1932,63,"沈養孫",NA,0
"79736","cbdb",1869,1928,59,"沈銘昌",NA,0
"80324","cbdb",1869,1937,68,"張文藻",NA,0
"81410","cbdb",1869,1939,70,"陳宧",NA,0
"81547","cbdb",1869,1895,26,"陳千秋",NA,0
"81579","cbdb",1869,1934,65,"陳少白",NA,0
"82407","cbdb",1869,1924,55,"范鎧",NA,0
"82717","cbdb",1869,1923,54,"杭辛齋",NA,0
"83383","cbdb",1869,1923,54,"周自齊",NA,0
"84465","cbdb",1869,1909,40,"胡峻",NA,0
"84607","cbdb",1869,1933,64,"胡遠濬",NA,0
"85996","cbdb",1869,1915,46,"桂念祖",NA,0
"86042","cbdb",1869,1922,53,"賈維善",NA,0
"86273","cbdb",1869,1898,29,"顧爾梅",NA,0
"86706","cbdb",1869,1928,59,"徐珂",NA,0
"87296","cbdb",1869,1936,67,"高鳳謙",NA,0
"88696","cbdb",1869,1930,61,"龔先第",NA,0
"89100","cbdb",1869,1933,64,"梁士詒",NA,0
"89576","cbdb",1869,1929,60,"蔣士榮",NA,0
"89921","cbdb",1869,1938,69,"程璋",NA,0
"90292","cbdb",1869,1917,48,"童士奇",NA,0
"91054","cbdb",1869,1923,54,"蔡儒楷",NA,0
"91264","cbdb",1869,1942,73,"熊育錫",NA,0
"91513","cbdb",1869,1902,33,"潘和鼎",NA,0
"124047","cbdb",1869,1894,25,"史壽箴",NA,0
"A000683","ddm",1869,1944,75,"松本文三郎",NA,NA
"A004857","ddm",1869,1936,67,"章太炎",NA,NA
"A007859","ddm",1869,1931,62,"姜孝維",NA,NA
"A019737","ddm",1869,1948,79,"望月信亨",NA,NA
"A022451","ddm",1869,1964,95,"聖欽",NA,NA
"A024196","ddm",1869,1948,79,"莫罕達斯·卡拉姆昌德·甘地",NA,NA
"A024524","ddm",1869,1937,68,"荻原雲來",NA,NA
"A034473","ddm",1869,1943,74,"李能和",NA,NA
"A036089","ddm",1869,1963,94,"本行玄宗",NA,NA
"P3CN9065","bdrc",1869,1948,79,"gAn d+hi/"," ",NA
"P8441","bdrc",1869,1927,58,"bco brgyad khri chen 17 byams pa rin chen mkhyen brtse dbang po/"," ",NA
"P9036","bdrc",1869,1940,71,"ru tsha mkhan chung mgon po bsod nams/"," ",NA
"64839","cbdb",1870,1922,52,"胡思敬",NA,0
"64782","cbdb",1870,1940,70,"曾廣銓",NA,0
"69083","cbdb",1870,1940,70,"陶湘",NA,0
"70609","cbdb",1870,1945,75,"丁開璋",NA,0
"70639","cbdb",1870,1930,60,"丁傳靖",NA,0
"71598","cbdb",1870,1942,72,"王兆離",NA,0
"71841","cbdb",1870,1916,46,"王紹翰",NA,0
"75767","cbdb",1870,1904,34,"許蔭亭",NA,0
"76976","cbdb",1870,1913,43,"楊德鄰",NA,0
"72457","cbdb",1870,1913,43,"方怡",NA,0
"72537","cbdb",1870,1890,20,"方克猷",NA,0
"73220","cbdb",1870,1926,56,"田潛",NA,0
"73225","cbdb",1870,1935,65,"田中玉",NA,0
"73460","cbdb",1870,1941,71,"樂嘉藻",NA,0
"74428","cbdb",1870,1947,77,"仵墉",NA,0
"76673","cbdb",1870,1894,24,"楊世謙",NA,0
"77184","cbdb",1870,1894,24,"李璋",NA,0
"77503","cbdb",1870,1944,74,"李慶霄",NA,0
"77894","cbdb",1870,1927,57,"李景泰",NA,0
"78578","cbdb",1870,1934,64,"吳曾源",NA,0
"78765","cbdb",1870,1935,65,"何壽朋",NA,0
"79408","cbdb",1870,1925,55,"汪洛年",NA,0
"79534","cbdb",1870,1909,39,"沈鵬",NA,0
"84206","cbdb",1870,1942,72,"趙式銘",NA,0
"81392","cbdb",1870,1942,72,"陳洵",NA,0
"81820","cbdb",1870,1934,64,"陳步墀",NA,0
"81886","cbdb",1870,1923,53,"陳國華",NA,0
"82246","cbdb",1870,1940,70,"陳懋鼎",NA,0
"82500","cbdb",1870,1936,66,"范賡治",NA,0
"82744","cbdb",1870,1910,40,"歐陽述",NA,0
"82775","cbdb",1870,1911,41,"歐榘甲",NA,0
"83067","cbdb",1870,1934,64,"金兆豐",NA,0
"83538","cbdb",1870,1914,44,"周祥駿",NA,0
"83547","cbdb",1870,1910,40,"周雪樵",NA,0
"83586","cbdb",1870,1920,50,"周韞玉",NA,0
"84679","cbdb",1870,1934,64,"胡晉接",NA,0
"85196","cbdb",1870,1932,62,"施尊賢",NA,0
"85519","cbdb",1870,1936,66,"姚同壽",NA,0
"85718","cbdb",1870,1928,58,"秦希瑗",NA,0
"85853","cbdb",1870,1947,77,"袁金鎧",NA,0
"86093","cbdb",1870,1935,65,"夏壽田",NA,0
"86331","cbdb",1870,1927,57,"顧恩瀚",NA,0
"86660","cbdb",1870,1927,57,"倪思宜",NA,0
"89737","cbdb",1870,1912,42,"韓衍",NA,0
"87380","cbdb",1870,1939,69,"高凌霨",NA,0
"87537","cbdb",1870,1927,57,"郭鍾琦",NA,0
"87639","cbdb",1870,1949,79,"唐爾熾",NA,0
"87848","cbdb",1870,1925,55,"陶瑢",NA,0
"87888","cbdb",1870,1934,64,"陶卓如",NA,0
"88060","cbdb",1870,1917,47,"黃開基",NA,0
"88381","cbdb",1870,1923,53,"黃德章",NA,0
"89101","cbdb",1870,1915,45,"梁士選",NA,0
"90163","cbdb",1870,1929,59,"傅嵩炑",NA,0
"90348","cbdb",1870,1929,59,"曾廣鎔",NA,0
"90373","cbdb",1870,1918,48,"曾延禧",NA,0
"90442","cbdb",1870,1911,41,"溫生才",NA,0
"91260","cbdb",1870,1937,67,"熊希齡",NA,0
"91372","cbdb",1870,1928,58,"黎湛枝",NA,0
"91542","cbdb",1870,1925,55,"潘祖年",NA,0
"125713","cbdb",1870,1940,70,"陶湘",NA,0
"A005947","ddm",1870,1934,64,"胡晉接",NA,NA
"A012831","ddm",1870,1923,53,"簡照南",NA,NA
"A013255","ddm",1870,1947,77,"真達",NA,NA
"A019721","ddm",1870,1934,64,"道階",NA,NA
"A019750","ddm",1870,1927,57,"白普仁",NA,NA
"A019762","ddm",1870,1945,75,"常盤大定",NA,NA
"A023142","ddm",1870,1948,78,"聞漢章",NA,NA
"A024076","ddm",1870,1966,96,"鈴木大拙",NA,NA
"P236","bdrc",1870,1930,60,"blo bzang rgya mtsho'i sprin/","G162",NA
"P3CN17698","bdrc",1870,1927,57,"'dar pa paN+Di ta ngag dbang chos 'byor don grub/"," ",NA
"P702","bdrc",1870,1932,62,"shug sgang gter chen pad+ma 'dus pa rtsal/"," ",NA
"P703","bdrc",1870,1930,60,"khyung sprul pad+ma dbang chen bstan 'dzin 'phrin las/","G2843",NA
"P9567","bdrc",1870,1949,79,"a ri khe tshe ring rdo rje/","G1979",NA
"P970","bdrc",1870,1940,70,"sga bla ma 'jam dbyangs rgyal mtshan/","G1KR2783,G4874",NA
"P9773","bdrc",1870,1928,58,"dkon mchog 'jam dpal yon tan/","G2749",NA
"54101","cbdb",1871,1939,68,"林鵾翔",NA,0
"54297","cbdb",1871,1908,37,"愛新覺羅載湉",NA,0
"61858","cbdb",1871,1949,78,"陸徵祥",NA,0
"65317","cbdb",1871,1938,67,"李家駒",NA,0
"70680","cbdb",1871,1930,59,"丁祖蔭",NA,0
"71301","cbdb",1871,1944,73,"王瀣",NA,0
"72065","cbdb",1871,1921,50,"王景沂",NA,0
"72434","cbdb",1871,1916,45,"文煥章",NA,0
"72574","cbdb",1871,1914,43,"方積球",NA,0
"72927","cbdb",1871,1947,76,"石凌漢",NA,0
"74156","cbdb",1871,1902,31,"朱克柔",NA,0
"76212","cbdb",1871,1922,51,"孫毓修",NA,0
"76253","cbdb",1871,1931,60,"貢桑諾爾布",NA,0
"76753","cbdb",1871,1930,59,"楊壽榛",NA,0
"76796","cbdb",1871,1920,49,"楊昌濟",NA,0
"77055","cbdb",1871,1902,31,"李佳",NA,0
"78080","cbdb",1871,1917,46,"吳庚",NA,0
"78211","cbdb",1871,1932,61,"吳士萱",NA,0
"80183","cbdb",1871,1944,73,"張一鵬",NA,0
"80548","cbdb",1871,1949,78,"張伯英",NA,0
"85403","cbdb",1871,1939,68,"祝廷華",NA,0
"81031","cbdb",1871,1924,53,"張鋆衡",NA,0
"82284","cbdb",1871,1934,63,"邵天雷",NA,0
"82358","cbdb",1871,1944,73,"武同舉",NA,0
"82989","cbdb",1871,1891,20,"金和",NA,0
"83110","cbdb",1871,1917,46,"金潤棠",NA,0
"83215","cbdb",1871,1933,62,"周湘",NA,0
"83335","cbdb",1871,1940,69,"周世棠",NA,0
"83443","cbdb",1871,1903,32,"周國光",NA,0
"83480","cbdb",1871,1925,54,"周紹昌",NA,0
"84004","cbdb",1871,1919,48,"孟昭常",NA,0
"84433","cbdb",1871,1930,59,"榮文祚",NA,0
"84442","cbdb",1871,1932,61,"榮善昌",NA,0
"84714","cbdb",1871,1934,63,"胡智燮",NA,0
"85026","cbdb",1871,1911,40,"俞因",NA,0
"85168","cbdb",1871,1926,55,"施汝欽",NA,0
"86119","cbdb",1871,1936,65,"夏紹庭",NA,0
"86223","cbdb",1871,1926,55,"顧臧",NA,0
"86307","cbdb",1871,1928,57,"顧迪光",NA,0
"86327","cbdb",1871,1941,70,"顧祖彭",NA,0
"86749","cbdb",1871,1940,69,"徐謙",NA,0
"87484","cbdb",1871,1927,56,"郭立山",NA,0
"87702","cbdb",1871,1937,66,"唐群英",NA,0
"89570","cbdb",1871,1944,73,"蔣藩",NA,0
"89969","cbdb",1871,1932,61,"程先甲",NA,0
"90936","cbdb",1871,1942,71,"褚德彝",NA,0
"A004828","ddm",1871,1943,72,"歐陽漸",NA,NA
"A004893","ddm",1871,1929,58,"李開侁",NA,NA
"A006736","ddm",1871,1908,37,"愛新覺羅載湉",NA,NA
"A006869","ddm",1871,1953,82,"謝雪漁",NA,NA
"A007588","ddm",1871,1932,61,"沈焜",NA,NA
"A019763","ddm",1871,1933,62,"境野哲",NA,NA
"A024095","ddm",1871,1961,90,"原田祖岳",NA,NA
"A024714","ddm",1871,1938,67,"御木德一",NA,NA
"A024717","ddm",1871,1948,77,"出口王仁三郎",NA,NA
"A029482","ddm",1871,1961,90,"玉田真璞",NA,NA
"A029665","ddm",1871,1940,69,"要宗全提",NA,NA
"P235","bdrc",1871,1926,55,"zhe chen rgyal tshab 04 'gyur med pad+ma rnam rgyal/","G20",NA
"P4144","bdrc",1871,1944,73,"lha btsun ngo mtshar gzhan phan/"," ",NA
"P4247","bdrc",1871,1887,16,"dngul chu blo bzang 'jigs med dbang po/","G223",NA
"P4398","bdrc",1871,1932,61,"bzang po 06 blo bzang bstan pa'i nyi ma/","G454",NA
"P699","bdrc",1871,1927,56,"rgya kong mkhan chen gzhan phan chos kyi snang ba/","G2077,G3219,G4874,G36,G2JM233",NA
"P700","bdrc",1871,1936,65,"rig 'dzin rnam rgyal bdud 'dul rol pa rtsal/"," ",NA
"P8050","bdrc",1871,1939,68,"rtsi ke mchog gling 02 dkon mchog 'gyur med/"," ",NA
"P8LS75354","bdrc",1871,1942,71,"'ba' nyag rje drung karma dpal ldan chos rgyal/"," ",NA
"P979","bdrc",1871,1935,64,"sa skya khri chen 40 drag shul 'phrin las rin chen/","G210,G4445",NA
"62651","cbdb",1872,1922,50,"愛新覺羅毓隆",NA,0
"70748","cbdb",1872,1889,17,"于璠",NA,0
"70837","cbdb",1872,1943,71,"萬廷獻",NA,0
"71447","cbdb",1872,1911,39,"王予齡",NA,0
"71505","cbdb",1872,1927,55,"王永江",NA,0
"72392","cbdb",1872,1908,36,"卞鼒",NA,0
"72520","cbdb",1872,1936,64,"方爾謙",NA,0
"72677","cbdb",1872,1932,60,"鄧鎔",NA,0
"73777","cbdb",1872,1930,58,"光開霽",NA,0
"74567","cbdb",1872,1927,55,"華學涑",NA,0
"75183","cbdb",1872,1944,72,"劉春霖",NA,0
"75372","cbdb",1872,1925,53,"劉翰良",NA,0
"75428","cbdb",1872,1938,66,"江杜",NA,0
"76213","cbdb",1872,1924,52,"孫毓筠",NA,0
"76504","cbdb",1872,1938,66,"楊圻",NA,0
"76968","cbdb",1872,1911,39,"楊毓麟",NA,0
"77457","cbdb",1872,1914,42,"李剛己",NA,0
"78154","cbdb",1872,1949,77,"吳虞",NA,0
"79021","cbdb",1872,1921,49,"狄葆賢",NA,0
"79118","cbdb",1872,1914,42,"應啟墀",NA,0
"79146","cbdb",1872,1948,76,"閔爾昌",NA,0
"79396","cbdb",1872,1943,71,"汪厚昌",NA,0
"79619","cbdb",1872,1917,45,"沈同芳",NA,0
"79666","cbdb",1872,1932,60,"沈昌眉",NA,0
"79853","cbdb",1872,1919,47,"宋玉奎",NA,0
"80394","cbdb",1872,1915,43,"張漢英",NA,0
"80549","cbdb",1872,1934,62,"張伯烈",NA,0
"80730","cbdb",1872,1927,55,"張鈞衡",NA,0
"80959","cbdb",1872,1927,55,"張瑞璣",NA,0
"81028","cbdb",1872,1918,46,"張肇興",NA,0
"81674","cbdb",1872,1943,71,"陳訓正",NA,0
"83111","cbdb",1872,1901,29,"金家驊",NA,0
"83869","cbdb",1872,1935,63,"鄭覲文",NA,0
"84266","cbdb",1872,1923,51,"趙昌晉",NA,0
"84531","cbdb",1872,1940,68,"胡元倓",NA,0
"85233","cbdb",1872,1904,32,"惲毓巽",NA,0
"85533","cbdb",1872,1938,66,"姚壽祁",NA,0
