"name","birth","death","lifespan","occupation","country","id","dataset"
"Hans Stubb",1906,1973,67,"association football player","Germany","http://www.wikidata.org/entity/Q877961","wikidata"
"Fritz Kübert",1906,1998,92,"association football player","Germany","http://www.wikidata.org/entity/Q96279803","wikidata"
"Woldemar Voigt",1907,1980,73,"engineer","Germany","http://www.wikidata.org/entity/Q15854965","wikidata"
"Gerti Ober",1907,1987,80,"film actor","Germany","http://www.wikidata.org/entity/Q23925989","wikidata"
"Lilian Ellis",1907,1951,44,"actor","Germany","http://www.wikidata.org/entity/Q4946519","wikidata"
"Kurt Weinreich",1908,1998,90,"association football manager","Germany","http://www.wikidata.org/entity/Q11873682","wikidata"
"Fred H. Brandt",1908,1994,86,"botanist","Germany","http://www.wikidata.org/entity/Q13220404","wikidata"
"Barbara Goette",1908,1997,89,NA,"Germany","http://www.wikidata.org/entity/Q16013800","wikidata"
"Kurt Frings",1908,1991,83,"talent agent","Germany","http://www.wikidata.org/entity/Q1757846","wikidata"
"Yngvar Martens",1908,1956,48,"politician","Germany","http://www.wikidata.org/entity/Q19398842","wikidata"
"Gustavo Thorlichen",1908,1986,78,"photographer","Germany","http://www.wikidata.org/entity/Q23688947","wikidata"
"Michel Hildesheim",1908,1981,73,"film actor","Germany","http://www.wikidata.org/entity/Q35984430","wikidata"
"Geraldo Spettmann",1908,1949,41,NA,"Germany","http://www.wikidata.org/entity/Q50030921","wikidata"
"Friedel Tietze",1908,1953,45,"luger","Germany","http://www.wikidata.org/entity/Q538416","wikidata"
"Fritz Konrad Ernst Zumpt",1908,1985,77,"entomologist","Germany","http://www.wikidata.org/entity/Q5504950","wikidata"
"Liselotte Grschebina",1908,1994,86,"photographer","Germany","http://www.wikidata.org/entity/Q6558757","wikidata"
"Martin Tietze",1908,1942,34,"luger","Germany","http://www.wikidata.org/entity/Q875297","wikidata"
"Werner Wittig",1909,1992,83,"sport cyclist","Germany","http://www.wikidata.org/entity/Q17319090","wikidata"
"Arthur Alexander",1909,1989,80,"film producer","Germany","http://www.wikidata.org/entity/Q2864973","wikidata"
"Fritz Stoll",1909,1989,80,"association football player","Germany","http://www.wikidata.org/entity/Q5505023","wikidata"
"László Josef Willinger",1909,1989,80,"photographer","Germany","http://www.wikidata.org/entity/Q550579","wikidata"
"Hermann-Gustav Jochims",1909,1945,36,NA,"Germany","http://www.wikidata.org/entity/Q5740476","wikidata"
"Hans Tibulski",1909,1976,67,"association football player","Germany","http://www.wikidata.org/entity/Q877678","wikidata"
"Helmut Salden",1910,1996,86,"type designer","Germany","http://www.wikidata.org/entity/Q2692178","wikidata"
"Wolf Harro",1910,2000,90,"film actor","Germany","http://www.wikidata.org/entity/Q47420328","wikidata"
"Bernard Adolph Schriever",1910,2005,95,"military officer","Germany","http://www.wikidata.org/entity/Q4892889","wikidata"
"Auguste Wiltz",1910,1986,76,"military personnel","Germany","http://www.wikidata.org/entity/Q56240028","wikidata"
"Q7050860",1910,1990,80,"educator","Germany","http://www.wikidata.org/entity/Q7050860","wikidata"
"Paul Reinman",1910,1988,78,"comics artist","Germany","http://www.wikidata.org/entity/Q7153168","wikidata"
"Peter Michael",1910,1986,76,"actor","Germany","http://www.wikidata.org/entity/Q94911393","wikidata"
"Alfred Stern",1911,1979,68,"film producer","Germany","http://www.wikidata.org/entity/Q110626453","wikidata"
"Heinrich Volker",1911,1988,77,"military personnel","Germany","http://www.wikidata.org/entity/Q13080922","wikidata"
"Walter Goetz",1911,1995,84,"illustrator","Germany","http://www.wikidata.org/entity/Q53370637","wikidata"
"Hans Weiss",1911,1978,67,"military personnel","Germany","http://www.wikidata.org/entity/Q5650827","wikidata"
"Paul Zielinski",1911,1966,55,"association football player","Germany","http://www.wikidata.org/entity/Q568282","wikidata"
"Hugh Buhrich",1911,2004,93,"architect","Germany","http://www.wikidata.org/entity/Q5930168","wikidata"
"Karl Wilhelm Krause",1911,2001,90,"military personnel","Germany","http://www.wikidata.org/entity/Q6372361","wikidata"
"Willi Tiefel",1911,1941,30,"association football player","Germany","http://www.wikidata.org/entity/Q834341","wikidata"
"Charlotte Meyer",1911,1978,67,"photographer","Germany","http://www.wikidata.org/entity/Q94768201","wikidata"
"Heinz Strüning",1912,1944,32,"flying ace","Germany","http://www.wikidata.org/entity/Q12790823","wikidata"
"Ilse Stobrawa",1912,1987,75,"film actor","Germany","http://www.wikidata.org/entity/Q33138418","wikidata"
"Gertie F. Marx",1912,2004,92,"anesthesiologist","Germany","http://www.wikidata.org/entity/Q56816759","wikidata"
"George Lichtheim",1912,1973,61,"writer","Germany","http://www.wikidata.org/entity/Q693613","wikidata"
"Q6998638",1912,2001,89,"educator","Germany","http://www.wikidata.org/entity/Q6998638","wikidata"
"Dan Even",1912,1975,63,"military officer","Germany","http://www.wikidata.org/entity/Q7059661","wikidata"
"Rolf Kukowitsch",1912,1997,85,"association football manager","Germany","http://www.wikidata.org/entity/Q91809","wikidata"
"Shimon Avimor",1913,1994,81,"non-fiction writer","Germany","http://www.wikidata.org/entity/Q29051857","wikidata"
"Hans Schwartz",1913,1991,78,"association football player","Germany","http://www.wikidata.org/entity/Q489837","wikidata"
"Uri Toeplitz",1913,2006,93,"flutist","Germany","http://www.wikidata.org/entity/Q7032717","wikidata"
"Rudolf Gopas",1913,1983,70,"teacher","Germany","http://www.wikidata.org/entity/Q7377194","wikidata"
"Anne-Marie Seckel-Eisenschitz",1914,2010,96,"translator","Germany","http://www.wikidata.org/entity/Q29651632","wikidata"
"Erich Friedrich",1914,1983,69,NA,"Germany","http://www.wikidata.org/entity/Q5388023","wikidata"
"Hans Ehlers",1914,1944,30,"airman","Germany","http://www.wikidata.org/entity/Q5649960","wikidata"
"Marten Buis",1914,1994,80,"painter","Germany","http://www.wikidata.org/entity/Q65392232","wikidata"
"Moshe Horin",1914,1985,71,NA,"Germany","http://www.wikidata.org/entity/Q98211890","wikidata"
"Karl Heinz Schnell",1915,2013,98,NA,"Germany","http://www.wikidata.org/entity/Q15993480","wikidata"
"Gertrude Coor",1915,1962,47,"art historian","Germany","http://www.wikidata.org/entity/Q19753887","wikidata"
"Fritz Shlezinger",1915,1967,52,"photographer","Germany","http://www.wikidata.org/entity/Q45070871","wikidata"
"Luise Meyer-Schützmeister",1915,1981,66,"physicist","Germany","http://www.wikidata.org/entity/Q4511457","wikidata"
"Christian Dettweiler",1915,1995,80,"graphology","Germany","http://www.wikidata.org/entity/Q5109534","wikidata"
"Eliezer Samson Rosenthal",1915,1980,65,"rabbi","Germany","http://www.wikidata.org/entity/Q5360772","wikidata"
"Heinrich Heimann",1915,1944,29,NA,"Germany","http://www.wikidata.org/entity/Q5700140","wikidata"
"Karl-Heinz Holzapfel",1915,2003,88,NA,"Germany","http://www.wikidata.org/entity/Q6371436","wikidata"
"Helmut Schubert",1916,1988,72,"association football player","Germany","http://www.wikidata.org/entity/Q1604174","wikidata"
"Herbert Moll",1916,2002,86,"association football player","Germany","http://www.wikidata.org/entity/Q1608811","wikidata"
"Fritz Schmenkel",1916,1944,28,NA,"Germany","http://www.wikidata.org/entity/Q216705","wikidata"
"Jakob Streitle",1916,1982,66,"association football manager","Germany","http://www.wikidata.org/entity/Q569542","wikidata"
"Gert Lutze",1917,2007,90,NA,"Germany","http://www.wikidata.org/entity/Q110225622","wikidata"
"Gustav Sprick",1917,1941,24,"military personnel","Germany","http://www.wikidata.org/entity/Q12790536","wikidata"
"Shelomoh Zavdi",1917,2005,88,"illustrator","Germany","http://www.wikidata.org/entity/Q16130163","wikidata"
"Hugo Armann",1917,1989,72,"teacher","Germany","http://www.wikidata.org/entity/Q28319705","wikidata"
"Fritz Rentrop",1917,1945,28,"military personnel","Germany","http://www.wikidata.org/entity/Q5505002","wikidata"
"Yona Mach",1917,1999,82,"painter","Germany","http://www.wikidata.org/entity/Q55284468","wikidata"
"Hans-Hermann Sturm",1917,2012,95,NA,"Germany","http://www.wikidata.org/entity/Q5649580","wikidata"
"Karl Kloskowski",1917,1945,28,"military personnel","Germany","http://www.wikidata.org/entity/Q6371989","wikidata"
"Q65925075",1917,1994,77,"judge","Germany","http://www.wikidata.org/entity/Q65925075","wikidata"
"Franz Becker",1918,1965,47,"association football player","Germany","http://www.wikidata.org/entity/Q1244037","wikidata"
"Rosemary Gordon",1918,2012,94,"psychologist","Germany","http://www.wikidata.org/entity/Q16626636","wikidata"
"Ruth Welcome",1918,2005,87,"zitherist","Germany","http://www.wikidata.org/entity/Q23035544","wikidata"
"Hugo Mendelson",1918,2012,94,"photographer","Germany","http://www.wikidata.org/entity/Q28874336","wikidata"
"Lambertus Johannes Loyen",1918,1980,62,"war criminal","Germany","http://www.wikidata.org/entity/Q52348623","wikidata"
"Konrad Heubeck",1918,1987,69,"military personnel","Germany","http://www.wikidata.org/entity/Q5550784","wikidata"
"Gertrude Schoen",1919,2016,97,"goldsmith","Germany","http://www.wikidata.org/entity/Q106823465","wikidata"
"Ruth Allon",1919,2016,97,"farmer","Germany","http://www.wikidata.org/entity/Q107018712","wikidata"
"John Gunther Fleming",1919,1997,78,"academic","Germany","http://www.wikidata.org/entity/Q110961754","wikidata"
"Henryk Klejne",1919,1976,57,"composer","Germany","http://www.wikidata.org/entity/Q11709011","wikidata"
"Erich Dreher",1919,1996,77,"association football player","Germany","http://www.wikidata.org/entity/Q1352094","wikidata"
"Emma Augusta Adjani",1919,2007,88,NA,"Germany","http://www.wikidata.org/entity/Q21013251","wikidata"
"Ernesto Richheimer",1919,1995,76,NA,"Germany","http://www.wikidata.org/entity/Q25409636","wikidata"
"Willi Bars",1919,2000,81,"association football player","Germany","http://www.wikidata.org/entity/Q2576943","wikidata"
"Gideon Schocken",1919,1981,62,"military officer","Germany","http://www.wikidata.org/entity/Q6753303","wikidata"
"Inge Drexel",1919,2014,95,"actor","Germany","http://www.wikidata.org/entity/Q95678202","wikidata"
"Clemens Wientjes",1920,1998,78,"association football player","Germany","http://www.wikidata.org/entity/Q1100156","wikidata"
"Alfred George Fischer",1920,2017,97,"geologist","Germany","http://www.wikidata.org/entity/Q1751492","wikidata"
"Lottie Louise Riekehof",1920,2020,100,"writer","Germany","http://www.wikidata.org/entity/Q25527975","wikidata"
"Eva Mueller",1920,2006,86,"economist","Germany","http://www.wikidata.org/entity/Q28600068","wikidata"
"Hans Säckel",1920,2009,89,"association football manager","Germany","http://www.wikidata.org/entity/Q29046887","wikidata"
"Vera Simons",1920,2012,92,"artist","Germany","http://www.wikidata.org/entity/Q70096624","wikidata"
"Shalheveth Freier",1920,1994,74,"physicist","Germany","http://www.wikidata.org/entity/Q7487198","wikidata"
"Gudrun Keussen",1920,2006,86,"illustrator","Germany","http://www.wikidata.org/entity/Q76974893","wikidata"
"Ernest Yeffet",1921,1997,76,"chief executive officer","Germany","http://www.wikidata.org/entity/Q12404286","wikidata"
"Hans L. Trefousse",1921,2010,89,"historian","Germany","http://www.wikidata.org/entity/Q15438253","wikidata"
"Gustav Victor Rudolf Born",1921,2018,97,"scientist","Germany","http://www.wikidata.org/entity/Q1556492","wikidata"
"Q16132592",1921,2006,85,"illustrator","Germany","http://www.wikidata.org/entity/Q16132592","wikidata"
"Sigrid Lotfi",1921,2014,93,"writer","Germany","http://www.wikidata.org/entity/Q17993531","wikidata"
"Shmuel Brand",1921,1997,76,"painter","Germany","http://www.wikidata.org/entity/Q55283757","wikidata"
"Hella Hammid",1921,1992,71,"photographer","Germany","http://www.wikidata.org/entity/Q67151942","wikidata"
"Frido Frey",1921,2000,79,"basketball player","Germany","http://www.wikidata.org/entity/Q84553","wikidata"
"Heinz Baas",1922,1994,72,"association football manager","Germany","http://www.wikidata.org/entity/Q1600007","wikidata"
"Hildegard Lamfrom",1922,1984,62,"molecular biologist","Germany","http://www.wikidata.org/entity/Q24561361","wikidata"
"Hanan Sadeh",1922,1990,68,"photographer","Germany","http://www.wikidata.org/entity/Q45071811","wikidata"
"Rolf Paetz",1922,1994,72,"association football player","Germany","http://www.wikidata.org/entity/Q5352205","wikidata"
"Maidi Wiebe",1922,1998,76,"naturalist","Germany","http://www.wikidata.org/entity/Q55395885","wikidata"
"Veit Bethke",1922,1988,66,"actor","Germany","http://www.wikidata.org/entity/Q5574838","wikidata"
"Walter Schemel",1923,2004,81,"association football player","Germany","http://www.wikidata.org/entity/Q1553173","wikidata"
"Kurt Kloetzel",1923,2007,84,"physician","Germany","http://www.wikidata.org/entity/Q23290563","wikidata"
"Alfred Wolf",1923,1943,20,"sailor","Germany","http://www.wikidata.org/entity/Q4723650","wikidata"
"Bronia Ron",1923,2012,89,"painter","Germany","http://www.wikidata.org/entity/Q55286013","wikidata"
"Karl Stirner",1923,2016,93,"sculptor","Germany","http://www.wikidata.org/entity/Q6372281","wikidata"
"Karl Muenter",1923,2019,96,"soldier","Germany","http://www.wikidata.org/entity/Q68383097","wikidata"
"Grete Dollitz",1924,2013,89,"radio personality","Germany","http://www.wikidata.org/entity/Q13220860","wikidata"
"Ernest M. Henley",1924,2017,93,"physicist","Germany","http://www.wikidata.org/entity/Q1356420","wikidata"
"Otto Bengtson",1924,1988,64,"entrepreneur","Germany","http://www.wikidata.org/entity/Q16007235","wikidata"
"Wolfgang Förster",1924,1993,69,"mountaineer","Germany","http://www.wikidata.org/entity/Q21051998","wikidata"
"Immanuel Häusler",1924,1992,68,"architect","Germany","http://www.wikidata.org/entity/Q5793720","wikidata"
"Q6989069",1924,2007,83,"nutritionist","Germany","http://www.wikidata.org/entity/Q6989069","wikidata"
"Netanel Lorch",1925,1997,72,"historian","Germany","http://www.wikidata.org/entity/Q12409977","wikidata"
"Elwin Schlebrowski",1925,2000,75,"association football player","Germany","http://www.wikidata.org/entity/Q1334366","wikidata"
"Henry Schmill",1925,2003,78,"engineer","Germany","http://www.wikidata.org/entity/Q16015986","wikidata"
"Rita-Maria Nowotny-Genschow",1925,2000,75,"actor","Germany","http://www.wikidata.org/entity/Q2154868","wikidata"
"Claus Hardt",1925,2014,89,"screenwriter","Germany","http://www.wikidata.org/entity/Q24101666","wikidata"
"Werner Roth",1925,2011,86,"association football manager","Germany","http://www.wikidata.org/entity/Q2562392","wikidata"
"Fritz Spiess",1925,1998,73,"cinematographer","Germany","http://www.wikidata.org/entity/Q5505022","wikidata"
"Hans Wloka",1925,1976,51,"association football player","Germany","http://www.wikidata.org/entity/Q5650843","wikidata"
"Robert E. Bradford",1925,2019,94,"film producer","Germany","http://www.wikidata.org/entity/Q65782850","wikidata"
"Haim Barkai",1925,2006,81,"economist","Germany","http://www.wikidata.org/entity/Q6634011","wikidata"
"Manny Lehman",1925,2010,85,"engineer","Germany","http://www.wikidata.org/entity/Q6751015","wikidata"
"Erhard Bauer",1925,1994,69,"association football player","Germany","http://www.wikidata.org/entity/Q87573","wikidata"
"Peter Broeker",1926,1980,54,"engineer","Germany","http://www.wikidata.org/entity/Q172828","wikidata"
"Otfried Spreen",1926,2015,89,NA,"Germany","http://www.wikidata.org/entity/Q59532636","wikidata"
"Yehuda (Leo) Levi",1926,2019,93,"rabbi","Germany","http://www.wikidata.org/entity/Q8051277","wikidata"
"Alexander Lebenstein",1927,2010,83,"merchant","Germany","http://www.wikidata.org/entity/Q110562","wikidata"
"Johannes K. Engel",1927,2018,91,"journalist","Germany","http://www.wikidata.org/entity/Q23560975","wikidata"
"Heinz Gaugel",1927,2000,73,"painter","Germany","http://www.wikidata.org/entity/Q24437612","wikidata"
"Michael Schulz-Dornburg",1927,1945,18,"actor","Germany","http://www.wikidata.org/entity/Q4527638","wikidata"
"Andreas Thulesius",1927,2012,85,"organ builder","Germany","http://www.wikidata.org/entity/Q57315306","wikidata"
"Helen Asher",1927,2001,74,"writer","Germany","http://www.wikidata.org/entity/Q63877523","wikidata"
"Q86003599",1927,1948,21,NA,"Germany","http://www.wikidata.org/entity/Q86003599","wikidata"
"Ziporet Kohen-Raz",1928,2010,82,"painter","Germany","http://www.wikidata.org/entity/Q55291898","wikidata"
"Helga Krebs",1928,2010,82,"illustrator","Germany","http://www.wikidata.org/entity/Q59245699","wikidata"
"Ing Fraser",1928,1957,29,"artistic gymnast","Germany","http://www.wikidata.org/entity/Q65965389","wikidata"
"Thomas Häfner",1928,1985,57,"artist","Germany","http://www.wikidata.org/entity/Q7790955","wikidata"
"Gerhard Kaufhold",1928,2009,81,"association football player","Germany","http://www.wikidata.org/entity/Q875891","wikidata"
"Willi Schröder",1928,1999,71,"association football player","Germany","http://www.wikidata.org/entity/Q878152","wikidata"
"Johannes Althausen",1929,2008,79,"theologian","Germany","http://www.wikidata.org/entity/Q1697155","wikidata"
"K. Ruben Gabriel",1929,2003,74,"statistician","Germany","http://www.wikidata.org/entity/Q17309048","wikidata"
